自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
ダイハツ,ミラ/ミラカスタム,L275S,06/12～,FF,,15段調整式,86250,77625,242047,SR-D403MC-qq-e-425,SR-D403MC-qq-e-d-425,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ミラ/ミラカスタム,L275S,06/12～,FF,,固定式,78000,70200,242075,SR-D503MC-qq-e-347,SR-D503MC-qq-e-d-347,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ミラココア,L675S,09/08～,FF,,15段調整式,86250,77625,242048,SR-D403MC-qq-e-427,SR-D403MC-qq-e-d-427,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ミラココア,L675S,09/08～,FF,,固定式,78000,70200,242076,SR-D503MC-qq-e-349,SR-D503MC-qq-e-d-349,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-80～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ムーヴ,L150S/L152S,02/10～06/09,FF,,15段調整式,86250,77625,242282,SR-D401MC-qq-e-428,SR-D401MC-qq-e-d-428,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ムーヴ,L150S/L152S,02/10～06/09,FF,,固定式,78000,70200,242066,SR-D501MC-qq-e-350,SR-D501MC-qq-e-d-350,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ムーヴ,L175S,06/10～10/12,FF,,15段調整式,86250,77625,242049,SR-D403MC-qq-e-429,SR-D403MC-qq-e-d-429,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ムーヴ,L175S,06/10～10/12,FF,,固定式,78000,70200,242077,SR-D503MC-qq-e-351,SR-D503MC-qq-e-d-351,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ムーヴ,LA100S,10/12～14/12,FF,,15段調整式,86250,77625,242050,SR-D403MC-qq-e-430,SR-D403MC-qq-e-d-430,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ムーヴ,LA100S,10/12～14/12,FF,,固定式,78000,70200,242078,SR-D503MC-qq-e-352,SR-D503MC-qq-e-d-352,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ムーヴコンテ/ムーヴカスタム,L575S,08/08～,FF,,15段調整式,86250,77625,242051,SR-D403MC-qq-e-431,SR-D403MC-qq-e-d-431,SR-D403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ムーヴコンテ/ムーヴカスタム,L575S,08/08～,FF,,固定式,78000,70200,242079,SR-D503MC-qq-e-353,SR-D503MC-qq-e-d-353,SR-D503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.4,-60～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ダイハツ,ムーヴラテ,L550S,04/08～09/04,FF,,15段調整式,86250,77625,242283,SR-D401MC-qq-e-432,SR-D401MC-qq-e-d-432,SR-D401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ダイハツ,ムーヴラテ,L550S,04/08～09/04,FF,,固定式,78000,70200,242067,SR-D501MC-qq-e-354,SR-D501MC-qq-e-d-354,SR-D501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
日産,モコ,MG21S,02/04～06/01,FF/4WD,,15段調整式,86250,77625,242121,SR-S402MC-qq-e-471,SR-S402MC-qq-e-d-471,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
日産,モコ,MG21S,02/04～06/01,FF/4WD,,固定式,78000,70200,242380,SR-S502MC-qq-e-393,SR-S502MC-qq-e-d-393,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
日産,モコ,MG22S,06/02～11/02,FF/4WD,,15段調整式,86250,77625,242133,SR-S403MC-qq-e-472,SR-S403MC-qq-e-d-472,SR-S403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
日産,モコ,MG22S,06/02～11/02,FF/4WD,,固定式,78000,70200,242194,SR-S503MC-qq-e-394,SR-S503MC-qq-e-d-394,SR-S503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
日産,ルークス,ML21S,09/12～13/03,FF/4WD,,15段調整式,86250,77625,242143,SR-S406MC-qq-e-473,SR-S406MC-qq-e-d-473,SR-S406MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
日産,ルークス,ML21S,09/12～13/03,FF/4WD,,固定式,78000,70200,242396,SR-S506MC-qq-e-395,SR-S506MC-qq-e-d-395,SR-S506MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-55～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-BOX,JF1,11/12～,FF,,15段調整式,86250,77625,242093,SR-H403MC-qq-e-475,SR-H403MC-qq-e-d-475,SR-H403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-76～-34,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-BOX,JF1,11/12～,FF,,固定式,78000,70200,242100,SR-H503MC-qq-e-397,SR-H503MC-qq-e-d-397,SR-H503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-76～-34,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-BOX+,JF1,12/07～,FF,,15段調整式,86250,77625,242095,SR-H403MC-qq-e-477,SR-H403MC-qq-e-d-477,SR-H403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-BOX+,JF1,12/07～,FF,,固定式,78000,70200,242320,SR-H503MC-qq-e-399,SR-H503MC-qq-e-d-399,SR-H503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-BOX+カスタム,JF1,12/07～,FF,,15段調整式,86250,77625,242094,SR-H403MC-qq-e-476,SR-H403MC-qq-e-d-476,SR-H403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-71～-29,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-BOX+カスタム,JF1,12/07～,FF,,固定式,78000,70200,242319,SR-H503MC-qq-e-398,SR-H503MC-qq-e-d-398,SR-H503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-71～-29,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-BOXカスタム,JF1,11/12～,FF,,15段調整式,86250,77625,242308,SR-H403MC-qq-e-474,SR-H403MC-qq-e-d-474,SR-H403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-BOXカスタム,JF1,11/12～,FF,,固定式,78000,70200,242318,SR-H503MC-qq-e-396,SR-H503MC-qq-e-d-396,SR-H503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-BOXスラッシュ,JF1,15/01～,FF,,15段調整式,86250,77625,242096,SR-H403MC-qq-e-478,SR-H403MC-qq-e-d-478,SR-H403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-65～-15,推奨車高 ノーマル比 mm(F/R):-35/-35,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-BOXスラッシュ,JF1,15/01～,FF,,固定式,78000,70200,242101,SR-H503MC-qq-e-400,SR-H503MC-qq-e-d-400,SR-H503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-45～+25/-65～-15,推奨車高 ノーマル比 mm(F/R):-35/-35,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,N-WGN,JH1,13/11～,FF,,15段調整式,86250,77625,242310,SR-H405MC-qq-e-479,SR-H405MC-qq-e-d-479,SR-H405MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-40～-15/-60～-20,推奨車高 ノーマル比 mm(F/R):-35/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,N-WGN,JH1,13/11～,FF,,固定式,78000,70200,242103,SR-H505MC-qq-e-401,SR-H505MC-qq-e-d-401,SR-H505MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-40～-15/-60～-20,推奨車高 ノーマル比 mm(F/R):-35/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
ホンダ,ライフ,JB1/JB3,98/10～03/08,FF,,15段調整式,86250,77625,242304,SR-H402MC-qq-e-480,SR-H402MC-qq-e-d-480,SR-H402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.1,-75～-15/-80～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
ホンダ,ライフ,JB1/JB3,98/10～03/08,FF,,固定式,78000,70200,242314,SR-H502MC-qq-e-402,SR-H502MC-qq-e-d-402,SR-H502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.1,-75～-15/-80～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,CY21S/CZ21S,94/09～98/06,FF/4WD,ABS装着車未確認,15段調整式,86250,77625,242164,SR-S408MC-qq-e-481,SR-S408MC-qq-e-d-481,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,CY21S/CZ21S,94/09～98/06,FF/4WD,ABS装着車未確認,固定式,78000,70200,242228,SR-S508MC-qq-e-403,SR-S508MC-qq-e-d-403,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,CY51S/CZ51S,97/05～98/06,FF/4WD,ABS装着車未確認,15段調整式,86250,77625,242359,SR-S408MC-qq-e-482,SR-S408MC-qq-e-d-482,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,CY51S/CZ51S,97/05～98/06,FF/4WD,ABS装着車未確認,固定式,78000,70200,242229,SR-S508MC-qq-e-404,SR-S508MC-qq-e-d-404,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,MD21S,98/10～00/11,FF/4WD,,15段調整式,86250,77625,242108,SR-S401MC-qq-e-483,SR-S401MC-qq-e-d-483,SR-S401MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-50～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,MD21S,98/10～00/11,FF/4WD,,固定式,78000,70200,242374,SR-S501MC-qq-e-405,SR-S501MC-qq-e-d-405,SR-S501MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.2,-50～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,MD22S,02/09～03/09,FF/4WD,,15段調整式,86250,77625,242333,SR-S402MC-qq-e-484,SR-S402MC-qq-e-d-484,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,MD22S,02/09～03/09,FF/4WD,,固定式,78000,70200,242381,SR-S502MC-qq-e-406,SR-S502MC-qq-e-d-406,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,MJ21S/MJ22S,04/12～08/08,FF/4WD,,15段調整式,86250,77625,242134,SR-S403MC-qq-e-485,SR-S403MC-qq-e-d-485,SR-S403MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,MJ21S/MJ22S,04/12～08/08,FF/4WD,,固定式,78000,70200,242392,SR-S503MC-qq-e-407,SR-S503MC-qq-e-d-407,SR-S503MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-55～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴン,MJ23S,08/09～12/12,FF/4WD,,15段調整式,86250,77625,242342,SR-S404MC-qq-e-486,SR-S404MC-qq-e-d-486,SR-S404MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴン,MJ23S,08/09～12/12,FF/4WD,,固定式,78000,70200,242393,SR-S504MC-qq-e-408,SR-S504MC-qq-e-d-408,SR-S504MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～12/12,FF/4WD,,15段調整式,86250,77625,242343,SR-S404MC-qq-e-487,SR-S404MC-qq-e-d-487,SR-S404MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～12/12,FF/4WD,,固定式,78000,70200,242203,SR-S504MC-qq-e-409,SR-S504MC-qq-e-d-409,SR-S504MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/3.0,-65～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,キャロル,AA6PA,90/03～95/09,FF/4WD,ABS装着車未確認,15段調整式,86250,77625,242165,SR-S408MC-qq-e-488,SR-S408MC-qq-e-d-488,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
