自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
ダイハツ,ミラ/ミラアヴィ,L250S,02/12～07/12,FF,,15段調整式,66750,60075,242035,SR-D401-qq-e-246,SR-D401-qq-e-d-246,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ミラ/ミラアヴィ,L250S,02/12～07/12,FF,,固定式,58500,52650,242294,SR-D501-qq-e-154,SR-D501-qq-e-d-154,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ミラ/ミラカスタム,L275S,06/12～,FF,,15段調整式,66750,60075,242041,SR-D403-qq-e-244,SR-D403-qq-e-d-244,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ミラ/ミラカスタム,L275S,06/12～,FF,,固定式,58500,52650,242297,SR-D503-qq-e-152,SR-D503-qq-e-d-152,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ミラ/ミラカスタム,L285S,06/12～,4WD,,15段調整式,66750,60075,242287,SR-D404-qq-e-245,SR-D404-qq-e-d-245,SR-D404,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ミラ/ミラカスタム,L285S,06/12～,4WD,,固定式,58500,52650,242299,SR-D504-qq-e-153,SR-D504-qq-e-d-153,SR-D504,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ミラココア,L675S,09/08～,FF,,15段調整式,66750,60075,242042,SR-D403-qq-e-247,SR-D403-qq-e-d-247,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ミラココア,L675S,09/08～,FF,,固定式,58500,52650,242069,SR-D503-qq-e-155,SR-D503-qq-e-d-155,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ミラココア,L685S,09/08～,4WD,,15段調整式,66750,60075,242288,SR-D404-qq-e-248,SR-D404-qq-e-d-248,SR-D404,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ミラココア,L685S,09/08～,4WD,,固定式,58500,52650,242081,SR-D504-qq-e-156,SR-D504-qq-e-d-156,SR-D504,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴ,L150S/L152S,02/10～06/09,FF,,15段調整式,66750,60075,242280,SR-D401-qq-e-249,SR-D401-qq-e-d-249,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴ,L150S/L152S,02/10～06/09,FF,,固定式,58500,52650,242061,SR-D501-qq-e-157,SR-D501-qq-e-d-157,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴ,L175S,06/10～10/12,FF,,15段調整式,66750,60075,242043,SR-D403-qq-e-250,SR-D403-qq-e-d-250,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴ,L175S,06/10～10/12,FF,,固定式,58500,52650,242070,SR-D503-qq-e-158,SR-D503-qq-e-d-158,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴ,L185S,06/10～10/12,4WD,,15段調整式,66750,60075,242289,SR-D404-qq-e-251,SR-D404-qq-e-d-251,SR-D404,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴ,L185S,06/10～10/12,4WD,,固定式,58500,52650,242300,SR-D504-qq-e-159,SR-D504-qq-e-d-159,SR-D504,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴ,LA100S,10/12～14/12,FF,,15段調整式,66750,60075,242044,SR-D403-qq-e-252,SR-D403-qq-e-d-252,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-72～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴ,LA100S,10/12～14/12,FF,,固定式,58500,52650,242298,SR-D503-qq-e-160,SR-D503-qq-e-d-160,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-72～+3/-96～-57,推奨車高 ノーマル比 mm(F/R):-55/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴ,LA110S,10/12～14/12,4WD,,15段調整式,66750,60075,242053,SR-D404-qq-e-253,SR-D404-qq-e-d-253,SR-D404,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴ,LA110S,10/12～14/12,4WD,,固定式,58500,52650,242301,SR-D504-qq-e-161,SR-D504-qq-e-d-161,SR-D504,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,08/08～,FF,,15段調整式,66750,60075,242045,SR-D403-qq-e-254,SR-D403-qq-e-d-254,SR-D403,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,08/08～,FF,,固定式,58500,52650,242071,SR-D503-qq-e-162,SR-D503-qq-e-d-162,SR-D503,STREET RIDE,ダンパー タイプK2,4.0/3.4,-95～-45/-80～-55,推奨車高 ノーマル比 mm(F/R):-65/-65,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L585S,08/08～,4WD,,15段調整式,66750,60075,242054,SR-D404-qq-e-255,SR-D404-qq-e-d-255,SR-D404,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L585S,08/08～,4WD,,固定式,58500,52650,242082,SR-D504-qq-e-163,SR-D504-qq-e-d-163,SR-D504,STREET RIDE,ダンパー タイプK2,4.0/2.0,-90～-20/-65～-20,推奨車高 ノーマル比 mm(F/R):-50/-50,R:ショック上側取付部純正ブッシュ・ワッシャ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ダイハツ,ムーヴラテ,L550S,04/08～09/04,FF,,15段調整式,66750,60075,242036,SR-D401-qq-e-256,SR-D401-qq-e-d-256,SR-D401,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ダイハツ,ムーヴラテ,L550S,04/08～09/04,FF,,固定式,58500,52650,242062,SR-D501-qq-e-164,SR-D501-qq-e-d-164,SR-D501,STREET RIDE,ダンパー タイプK2,4.0/1.9,-80～-20/-65～-25,推奨車高 ノーマル比 mm(F/R):-50/-45,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
日産,モコ,MG21S,02/04～06/01,FF/4WD,,15段調整式,66750,60075,242330,SR-S402-qq-e-298,SR-S402-qq-e-d-298,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
日産,モコ,MG21S,02/04～06/01,FF/4WD,,固定式,58500,52650,242179,SR-S502-qq-e-206,SR-S502-qq-e-d-206,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
日産,モコ,MG22S,06/02～11/02,FF/4WD,,15段調整式,66750,60075,242127,SR-S403-qq-e-299,SR-S403-qq-e-d-299,SR-S403,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
日産,モコ,MG22S,06/02～11/02,FF/4WD,,固定式,58500,52650,242191,SR-S503-qq-e-207,SR-S503-qq-e-d-207,SR-S503,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
日産,ルークス,ML21S,09/12～13/03,FF/4WD,,15段調整式,66750,60075,242346,SR-S406-qq-e-300,SR-S406-qq-e-d-300,SR-S406,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
日産,ルークス,ML21S,09/12～13/03,FF/4WD,,固定式,58500,52650,242206,SR-S506-qq-e-208,SR-S506-qq-e-d-208,SR-S506,STREET RIDE,ダンパー タイプK2,4.0/2.5,-80～-30/-80～-40,推奨車高 ノーマル比 mm(F/R):-50/-50,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-BOX,JF1,11/12～,FF,,15段調整式,66750,60075,242306,SR-H403-qq-e-302,SR-H403-qq-e-d-302,SR-H403,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-76～-34,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-BOX,JF1,11/12～,FF,,固定式,58500,52650,242098,SR-H503-qq-e-210,SR-H503-qq-e-d-210,SR-H503,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-76～-34,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-BOX+,JF1,12/07～,FF,,15段調整式,66750,60075,242092,SR-H403-qq-e-304,SR-H403-qq-e-d-304,SR-H403,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-BOX+,JF1,12/07～,FF,,固定式,58500,52650,242316,SR-H503-qq-e-212,SR-H503-qq-e-d-212,SR-H503,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-BOX+カスタム,JF1,12/07～,FF,,15段調整式,66750,60075,242091,SR-H403-qq-e-303,SR-H403-qq-e-d-303,SR-H403,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-71～-29,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-BOX+カスタム,JF1,12/07～,FF,,固定式,58500,52650,242099,SR-H503-qq-e-211,SR-H503-qq-e-d-211,SR-H503,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-71～-29,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-BOXカスタム,JF1,11/12～,FF,,15段調整式,66750,60075,242305,SR-H403-qq-e-301,SR-H403-qq-e-d-301,SR-H403,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-BOXカスタム,JF1,11/12～,FF,,固定式,58500,52650,242315,SR-H503-qq-e-209,SR-H503-qq-e-d-209,SR-H503,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-66～-24,推奨車高 ノーマル比 mm(F/R):-45/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-BOXスラッシュ,JF1,15/01～,FF,,15段調整式,66750,60075,242307,SR-H403-qq-e-305,SR-H403-qq-e-d-305,SR-H403,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-65～-15,推奨車高 ノーマル比 mm(F/R):-35/-35,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-BOXスラッシュ,JF1,15/01～,FF,,固定式,58500,52650,242317,SR-H503-qq-e-213,SR-H503-qq-e-d-213,SR-H503,STREET RIDE,ダンパー タイプK2,5.0/2.2,-80～+25/-65～-15,推奨車高 ノーマル比 mm(F/R):-35/-35,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-ONE,JG1,12/11～,FF,,15段調整式,66750,60075,242097,SR-H404-qq-e-306,SR-H404-qq-e-d-306,SR-H404,STREET RIDE,ダンパー タイプK2,4.0/2.2,-72～+12/-62～-25,推奨車高 ノーマル比 mm(F/R):-41/-38,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-ONE,JG1,12/11～,FF,,固定式,58500,52650,242102,SR-H504-qq-e-214,SR-H504-qq-e-d-214,SR-H504,STREET RIDE,ダンパー タイプK2,4.0/2.2,-72～+12/-62～-25,推奨車高 ノーマル比 mm(F/R):-41/-38,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,N-WGN,JH1,13/11～,FF,,15段調整式,66750,60075,242309,SR-H405-qq-e-307,SR-H405-qq-e-d-307,SR-H405,STREET RIDE,ダンパー タイプK2,5.0/2.2,-75～-15/-60～-20,推奨車高 ノーマル比 mm(F/R):-35/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,N-WGN,JH1,13/11～,FF,,固定式,58500,52650,242321,SR-H505-qq-e-215,SR-H505-qq-e-d-215,SR-H505,STREET RIDE,ダンパー タイプK2,5.0/2.2,-75～-15/-60～-20,推奨車高 ノーマル比 mm(F/R):-35/-40,F:純正アッパーラバーシート・ベアリング必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,ゼスト,JE1,06/03～12/11,FF,,15段調整式,66750,60075,242089,SR-H401-qq-e-308,SR-H401-qq-e-d-308,SR-H401,STREET RIDE,ダンパー タイプK2,4.0/2.2,-85～-25/-80～-40,推奨車高 ノーマル比 mm(F/R):-45/-50,F:純正アッパーマウント必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,ゼスト,JE1,06/03～12/11,FF,,固定式,58500,52650,242311,SR-H501-qq-e-216,SR-H501-qq-e-d-216,SR-H501,STREET RIDE,ダンパー タイプK2,4.0/2.2,-85～-25/-80～-40,推奨車高 ノーマル比 mm(F/R):-45/-50,F:純正アッパーマウント必要<br>R:純正ショックブッシュ必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,ライフ,JB1/JB3,98/10～03/08,FF,,15段調整式,66750,60075,242303,SR-H402-qq-e-309,SR-H402-qq-e-d-309,SR-H402,STREET RIDE,ダンパー タイプK2,4.0/3.1,-90～-15/-80～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,ライフ,JB1/JB3,98/10～03/08,FF,,固定式,58500,52650,242313,SR-H502-qq-e-217,SR-H502-qq-e-d-217,SR-H502,STREET RIDE,ダンパー タイプK2,4.0/3.1,-90～-15/-80～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
ホンダ,ライフ,JB5/JB7,03/09～08/10,FF,,15段調整式,66750,60075,242090,SR-H401-qq-e-310,SR-H401-qq-e-d-310,SR-H401,STREET RIDE,ダンパー タイプK2,4.0/2.2,-85～-25/-80～-40,推奨車高 ノーマル比 mm(F/R):-45/-50,F:純正アッパーマウント必要<br>R:純正ショックブッシュ、カラー、ワッシャー必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
ホンダ,ライフ,JB5/JB7,03/09～08/10,FF,,固定式,58500,52650,242312,SR-H501-qq-e-218,SR-H501-qq-e-d-218,SR-H501,STREET RIDE,ダンパー タイプK2,4.0/2.2,-85～-25/-80～-40,推奨車高 ノーマル比 mm(F/R):-45/-50,F:純正アッパーマウント必要<br>R:純正ショックブッシュ、カラー、ワッシャー必要,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
