自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
トヨタ,アルファードハイブリッド/ヴェルファイアハイブリッド,ATH20W,2011/1～2015/1,X/G/SR/GLパッケージ/SRCパッケージ,4WD/2400,87840,,241341,944-62P-CBLF-qq-e-f1-61,944-62P-CBLF-qq-e-d-61,4996338078094,944 62P CBLF,CUSCO,STREET ZERO,,7k/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-115～-10/-93～-50(-53～-15),-105～-10/-70～-50(-50～-30),-65/-60,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,アルファードハイブリッド/ヴェルファイアハイブリッド,AYH30W,2015/1～,ハイブリッドX/ハイブリッドG/ハイブリッドSR/ハイブリッドV/ハイブリッドZR/ハイブリッドエグゼクティブラウンジ,4WD/2500,87840,,241992,992-62P-CBF-qq-e-f1-919,992-62P-CBF-qq-e-d-919,4996338078407,992 62P CBF,CUSCO,STREET ZERO,,7k/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-119～0/-70～-40,-60～-25/-70～-40,-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,イスト,NCP60/NCP61,2002/5～2007/7,A/F/S,FF/1300・1500,90720,,241598,134-62P-CNF-qq-e-f1-13,134-62P-CNF-qq-e-d-13,4996338071071,134 62P CNF,CUSCO,STREET ZERO,強化ゴム調整式/-,3.5k(4・5)/3.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～0/-85～-50,-45～-10/-80～-50,-25/-50,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,126000,100700
トヨタ,イスト,NCP110,2007/7～2016/5,150G/150X,FF/1500,84960,,241981,962-62P-CBF-qq-e-f1-870,962-62P-CBF-qq-e-d-870,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-88～0/-49～-20,-65～-25/-45～-20,-35/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,イプサム,ACM21W/ACM26W,2001/5～2009/12,i/e/u/s,FF・4WD/2400,87840,,241783,815-62P-CBLF-qq-e-f1-97,815-62P-CBLF-qq-e-d-97,4996338076434,815 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,ACM21W:-70～0/-92～-48(-67～-23)<br>ACM26W:-90～0/-102～-58(-77～-33),ACM21W:-40～-10/-80～-55(-55～-30)<br>ACM26W:-65～-25/-90～-65(-65～-40),ACM21W:-30/-55<br>ACM26W:-50/-65,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ヴァンガード,ACA33W/GSA33W,2007/8～2013/11,240S/350S,4WD/2400・3500,90720,,241335,940-62P-CBF-qq-e-f1-104,940-62P-CBF-qq-e-d-104,4996338076960,940 62P CBF,CUSCO,STREET ZERO,,7k/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～0/-75～-35,-40～0/-75～-35,-40/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,126000,100700
トヨタ,ウィッシュ,ZNE14G,2003/1～2009/4,X,4WD/1800,87840,,241557,903-62P-CB-qq-e-f1-126,903-62P-CB-qq-e-d-126,4996338092823,903 62P CB,CUSCO,STREET ZERO,,5k(6)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-65～0/-60～0,-60～-35/-60～-15,-45/-40,65/73,200/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,103000
トヨタ,ウィッシュ,ZNE10G/ANE10G,2003/1～2009/4,X/G,FF/1800・2000,87840,,241792,902-62P-CB-qq-e-f1-124,902-62P-CB-qq-e-d-124,4996338092816,902 62P CB,CUSCO,STREET ZERO,,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-55～0/-50～0,-50～-10/-50～-20,-50/-50,65/73,200/250,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,103000
トヨタ,ウィッシュ,ANE11W,2003/4～2009/4,Z,FF/2000<br>オーバーフェンダー車,87840,,241794,904-62P-CB-qq-e-f1-108,904-62P-CB-qq-e-d-108,4996338092830,904 62P CB,CUSCO,STREET ZERO,,5k(6)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-72～0/-75～-15,-65～-25/-65～-20,-50/-50,65/73,200/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,103000
トヨタ,ウィッシュ,ZGE25G/ZGE25W,2009/4～,1.8X/1.8S,4WD/1800,87840,,241807,932-62P-CB-qq-e-f1-122,932-62P-CB-qq-e-d-122,4996338098092,932 62P CB,CUSCO,STREET ZERO,,6k(5)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-85～0/-75～-25,-60～-20/-65～-35,-45/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ウィッシュ,ZGE20W,2009/4～,1.8X/1.8S,FF/1800<br>1.8A不可,87840,,241570,939-62P-CB-qq-e-f1-112,939-62P-CB-qq-e-d-112,4996338098191,939 62P CB,CUSCO,STREET ZERO,,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-67～0/-70～-5,-60～-20/-60～-15,-45/-40,専用形状/73,専用形状/250,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ウィッシュ,ZGE20G/ZGE21G,2009/4～,1.8X/2.0G,FF/1800・2000,87840,,241560,906-62P-CB-qq-e-f1-113,906-62P-CB-qq-e-d-113,4996338092861,906 62P CB,CUSCO,STREET ZERO,,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-70～0/-70～-5,-60～-20/-60～-15,-45/-40,専用形状/73,専用形状/250,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ウィッシュ,ZGE22W,2009/4～,2.0Z,FF/2000,87840,,241330,933-62P-CB-qq-e-f1-118,933-62P-CB-qq-e-d-118,4996338098108,933 62P CB,CUSCO,STREET ZERO,,6k(5)/9k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-78～0/-70～-20,-60～-20/-60～-30,-45/-40,専用形状/73,専用形状/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ウィッシュ,ZGE20W,2012/4～,1.8A専用,FF/1800,87840,,241561,906-62P-CB-qq-e-f1-116,906-62P-CB-qq-e-d-116,4996338092861,906 62P CB,CUSCO,STREET ZERO,,5k(6)/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-70～0/-70～-5,-60～-20/-60～-15,-45/-40,専用形状/73,専用形状/250,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ヴィッツ,SCP10/NCP10,1999/1～2005/2,U/F/B/RS/クラヴィア,FF/1000・1300,90720,,241114,134-62P-CNF-qq-e-f1-95,134-62P-CNF-qq-e-d-95,4996338071071,134 62P CNF,CUSCO,STREET ZERO,強化ゴム調整式/-,3.5k(4・5)/3.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-90～0/-65～-30,-70～-35/-60～-30,-50/-45,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,126000,100700
トヨタ,ヴィッツ,NCP13,2000/10～2005/2,RS,FF/1500,90720,,241838,134-62P-CNF-qq-e-f1-93,134-62P-CNF-qq-e-d-93,4996338071071,134 62P CNF,CUSCO,STREET ZERO,強化ゴム調整式/-,3.5k(4・5)/3.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-90～0/-65～-30,-70～-35/-60～-30,-50/-45,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,126000,100700
トヨタ,ヴィッツ,NCP91/SCP90/KSP90,2005/2～2010/11,RS,FF/1500・1300・1000<br>RS専用,84960,,241789,901-62P-CBF-qq-e-f1-755,901-62P-CBF-qq-e-d-755,4996338076571,901 62P CBF,CUSCO,STREET ZERO,,6k(5・7・8・9)/4k(3.5・5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～0/-40～-8,-50～-20/-40～-15,-50/-40,65/65,180/200,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,ヴィッツ,NCP91/SCP90/KSP90,2005/2～2010/11,U/X,FF/1500・1300・1000<br>RS以外用,84960,,241349,962-62P-CBF-qq-e-f1-872,962-62P-CBF-qq-e-d-872,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-73～0/-49～-15,-60～-20/-40～-20,-30/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,ヴィッツ,NCP131/NSP130/KSP130,2010/12～,RS(NCP131),FF/1500・1300・1000<br>RS専用,84960,,241314,901-62P-CBF-qq-e-f1-754,901-62P-CBF-qq-e-d-754,4996338076571,901 62P CBF,CUSCO,STREET ZERO,,6k(5・7・8・9)/4k(3.5・5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-60～0/-40～-8,-60～-20/-40～-15,-50/-40,65/65,180/200,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,ヴィッツ,NCP131/NSP130/KSP130,2010/12～,U/F,FF/1500・1300・1000<br>RS以外用,84960,,241821,962-62P-CBF-qq-e-f1-871,962-62P-CBF-qq-e-d-871,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-83～0/-49～-15,-60～-20/-40～-20,-40/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,エスティマ,ACR40W/MCR40W,2000/1～2005/12,L/LG/LX/TG/TJ/TX,4WD/2400・3000,87840,,241541,813-62P-CBLF-qq-e-f1-267,813-62P-CBLF-qq-e-d-267,4996338076366,813 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-120～-15/-97-70(-77～-43),ACR40W:-85～-45 MCR40W:-80～-40/-90～-70(-70～-50),-70/-70,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,エスティマ,ACR30W/MCR30W,2000/1～2005/12,L/X/T/LG/LJ/LX/TG/TJ/TX/ARAS,FF/2400・3000,87840,,241303,813-62P-CBLF-qq-e-f1-263,813-62P-CBLF-qq-e-d-263,4996338076366,813 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,ACR30W:-100～0 MCR30W:-105～0/-67-32(-42～0),ACR30W:-70～-30 MCR30W:-75～-35/-65～-35(-40～-10),ACR30W:-50 MCR30W:-55/-35,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,エスティマ,ACR55W/GSR55W,2006/1～,G/X/アエラス,4WD/2400・3500,87840,,241804,926-62P-CBLF-qq-e-f1-283,926-62P-CBLF-qq-e-d-283,4996338076816,926 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-92～0/-85～-50(-50～-15),-70～-30/-70～-50(-50～-30),-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,エスティマ,ACR50W/GSR50W,2006/1～,G/X/アエラス,FF/2400・3500,87840,,241325,925-62P-CBLF-qq-e-f1-795,925-62P-CBLF-qq-e-d-795,4996338076762,925 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-92～0/-85～-50(-50～-15),-70～-30/-70～-50(-50～-30),-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,エスティマハイブリッド,AHR10W,2001/6～2005/11,G,4WD/2400,87840,,241542,813-62P-CBLF-qq-e-f1-287,813-62P-CBLF-qq-e-d-287,4996338076366,813 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-100～0/-97-70(-77～-43),-65～-25/-90～-70(-70～-50),-50/-70,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,エスティマハイブリッド,AHR20W,2006/6～,X/G,4WD/2400,87840,,241565,926-62P-CBLF-qq-e-f1-299,926-62P-CBLF-qq-e-d-299,4996338076816,926 62P CBLF,CUSCO,STREET ZERO,,6k(7)/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-97～-20/-105～-70(-70～-35),-75～-35/-90～70(-70～-50),-55/-70,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,カローラフィールダー,NZE121G/ZZE122G/ZZE123G,2000/8～2006/10,X/S/Z,FF/1500・1800,87840,,241307,818-62P-CB-qq-e-f1-310,818-62P-CB-qq-e-d-310,4996338092700,818 62P CB,CUSCO,STREET ZERO,,5k(6・7)/4k(5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-63～0/-55～-15,-55～-25/-50～-25,-50/-50,65/73,200/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,カローラフィールダー,NZE141G/ZRE142G,2006/10～2012/4,1.5X/1.8S,FF/1500・1800,87840,,241956,819-62P-CB-qq-e-f1-306,819-62P-CB-qq-e-d-306,4996338092717,819 62P CB,CUSCO,STREET ZERO,,5k(6・7)/4k(5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-63～0/-55～-15,-55～-25/-50～-25,-50/-50,65/73,200/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,カローラフィールダーハイブリッド,NKE165G,2013/8～,G,FF/1500,87840,,241593,973-62P-CBF-qq-e-f1-312,973-62P-CBF-qq-e-d-312,4996338078551,973 62P CBF,CUSCO,STREET ZERO,,4.5k/4.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-60～-/-30～-5,-40～-10/-30～-10,-30/-25,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,カローラランクス/アレックス,NZE121,2001/1～2006/9,X/XS,FF/1500,87840,,241545,818-62P-CB-qq-e-f1-313,818-62P-CB-qq-e-d-313,4996338092700,818 62P CB,CUSCO,STREET ZERO,,5k(6・7)/4k(5)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-58～0/-55～-15,-50～-20/-50～-25,-45/-50,65/73,200/200,全長調整式/全長調整式,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,カローラルミオン,NZE151N/ZRE152N,2007/10～2016/1,X/G,FF/1500・1800,92160,,241812,942-62P-CBF-qq-e-f1-318,942-62P-CBF-qq-e-d-318,4996338076984,942 62P CBF,CUSCO,STREET ZERO,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～0/-75～-35,-45～0/-65～-35,-30/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,クラウン,JZS171/JZS175,1999/9～2003/12,アスリート/ロイヤルサルーン,FR/2500・3000,92160,,241796,905-61P-CN-qq-e-f1-341,905-61P-CN-qq-e-d-341,4996338092847,905 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,16k(12・14・18・20)/7k(6・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-69～0/-131～0,-65～0/-75～0,-35/-45,65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,クラウン,GRS180/GRS182/GRS184,2003/12～2008/2,アスリート/ロイヤルサルーン,FR/2500・3000・3500,92160,,241567,927-61P-CN-qq-e-f1-331,927-61P-CN-qq-e-d-331,4996338098085,927 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-73～0/-108～0,-45～-5/-40～0,-30/-40,65/65,250/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,クラウン,GRS200/GRS202/GRS204,2008/2～2012/12,アスリート/ロイヤルサルーン,FR/2500・3000・3500,92160,,241970,927-61P-CN-qq-e-f1-333,927-61P-CN-qq-e-d-333,4996338098085,927 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-87～0/-111～0,-45～-10/-40～0,-45/-40,65/65,250/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,クラウン,GRS210/GRS214,2012/12～,アスリートS,FR/2500・3500,92160,,241971,927-61P-CN-qq-e-f1-335,927-61P-CN-qq-e-d-335,4996338098085,927 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-90～0/-120～0,-50～0/-50～-25,-35/-45,65/65,250/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,クラウンエステート,JZS171W/JZS175W,1999/12～2007/5,アスリート/ロイヤルサルーン,FR/2500・3000,92160,,241558,905-61P-CN-qq-e-f1-343,905-61P-CN-qq-e-d-343,4996338092847,905 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,16k(12・14・18・20)/7k(6・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-69～0/-131～0,-65～0/-75～0,-35/-45,65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,スープラ,GA70/JZA70/MA70,1986/2～1993/5,S/G/GT,FR/2000・2000T・2500T・3000T,92160,,241601,163-61P-CN-qq-e-f1-351,163-61P-CN-qq-e-d-351,4996338091130,163 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(10・12・14)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-95～-10/-71～0,-60～-10/-60～0,-40/-30,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,スープラ,JZA80,1993/5～2002/7,GZ/RZ/SZ,FR/3000・3000T,92160,,241841,164-61P-CN-qq-e-f1-355,164-61P-CN-qq-e-d-355,4996338091154,164 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-65～0(-55～0)/-41～0(-36～0),-65～0(-55～0)/-40～0(-35～0),-30(-20)/-20(-15),65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,スペイド,NSP140/NCP141,2012/7～,X/F/Y/G,FF/1300・1500,84960,,241585,962-62P-CBF-qq-e-f1-873,962-62P-CBF-qq-e-d-873,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
トヨタ,ソアラ,GZ20/MZ20,1986/1～1991/5,VX/GT,FR/2000・3000T,92160,,241116,163-61P-CN-qq-e-f1-353,163-61P-CN-qq-e-d-353,4996338091130,163 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(10・12・14)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-95～-10/-71～0,-65～-10/-60～0,-40/-30,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,ソアラ,JZZ30/UZZ30,1991/5～2000/12,2.5GT/3.0GT/4.0GT,FR/2500T・3000T・4000T,92160,,241603,164-61P-CN-qq-e-f1-372,164-61P-CN-qq-e-d-372,4996338091154,164 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-70～0(-60～0)/-60～0(-55～0),-50～0(-40～0)/-50～0(-45～0),-35(-25)/-40(-35),65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,ソアラ,UZZ40,2001/4～2005/6,430SCV,FR/4300,92160,,241367,188-61P-CN-qq-e-f1-378,188-61P-CN-qq-e-d-378,4996338091239,188 61P CN,CUSCO,STREET ZERO,強化ゴム固定式/強化ゴム固定式,12k(11・14・16・18)/8k(7・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-78～0/-138～0,-30～0/-30～0,-20/-20,65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,タンク,M900A,2016/11～,X/XS/G/GS/カスタムG/カスタムGS,FF/1000,87840,,241847,1A6-62P-CBF-qq-e-f1-53,1A6-62P-CBF-qq-e-d-53,4996338074270,1A6 62P CBF,CUSCO,STREET ZERO,,3.5k(4・5)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～0/-40～-15,-40～-10/-40～-20,-35/-30,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ノア/ヴォクシー,AZR60G/AZR65G,2001/11～2007/6,L/S/X,FF・4WD/2000,87840,,241306,815-62P-CBLF-qq-e-f1-101,815-62P-CBLF-qq-e-d-101,4996338076434,815 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,AZR60G:-95～0/-82～-43(-57～-17)<br>AZR65G:-115～0/-112～-73(-87～-48),AZR60G:-85～-35/-80～-50(-55～-25)<br>AZR65G:-95～-55/-100～-80(-85～-55),AZR60G:-55/-50<br>AZR65G:-75/-80,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ノア/ヴォクシー,ZRR75G/ZRR75W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,4WD/2000,87840,,241334,938-62P-CBLF-qq-e-f1-402,938-62P-CBLF-qq-e-d-402,4996338076939,938 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-80～0/-95～-60(-65～-30),-65～-30/-95～-65(-65～-45),-50/-65,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ノア/ヴォクシー,ZRR70G/ZRR70W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,FF/2000,87840,,241972,937-62P-CBLF-qq-e-f1-398,937-62P-CBLF-qq-e-d-398,4996338076878,937 62P CBLF,CUSCO,STREET ZERO,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-80～0/-90～-55(-65～-30),-65～0/-90～-65(-65～-40),-60/-65,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
トヨタ,ノア/ヴォクシー/エスクァイア,ZRR85G/ZRR85W,2014/1～,Si/G/X/ZS/V,4WD/2000,87840,,241828,976-62P-CBF-qq-e-f1-912,976-62P-CBF-qq-e-d-912,4996338078353,976 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-105～-10/-102～-65,-60～-25/-95～-65,-55/-90,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
