自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
トヨタ,エスティマ,ACR40W/MCR40W,2000/1～2005/12,L/LG/LX/TG/TJ/TX,4WD/2400・3000,115200,,241781,813-62N-CNL-qq-e-f1-293,813-62N-CNL-qq-e-d-293,4996338029546,813 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-120～-15/-97-70(-77～-43),ACR40W:-85～-45 MCR40W:-80～-40/-90～-70(-70～-50),-70/-70,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,エスティマ,ACR30W/MCR30W,2000/1～2005/12,L/X/T/LG/LJ/LX/TG/TJ/TX/ARAS,FF/2400・3000,115200,,241954,813-62N-CNL-qq-e-f1-289,813-62N-CNL-qq-e-d-289,4996338029546,813 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ACR30W:-100～0 MCR30W:-105～0/-67-32(-42～0),ACR30W:-70～-30 MCR30W:-75～-35/-65～-35(-40～-10),ACR30W:-50 MCR30W:-55/-35,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,エスティマ,ACR55W/GSR55W,2006/1～,G/X/アエラス,4WD/2400・3500,115200,,241563,926-62N-CNL-qq-e-f1-277,926-62N-CNL-qq-e-d-277,4996338029812,926 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-93～-15/-87～-50(-50～-15),-70～-30/-70～-50(-50～-30),-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,エスティマ,ACR50W/GSR50W,2006/1～,G/X/アエラス,FF/2400・3500,115200,,241324,925-62N-CNL-qq-e-f1-281,925-62N-CNL-qq-e-d-281,4996338029775,925 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-93～-15/-87～-50(-50～-15),-70～-30/-70～-50(-50～-30),-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,エスティマハイブリッド,AHR10W,2001/6～2005/11,G,4WD/2400,115200,,241540,813-62N-CNL-qq-e-f1-297,813-62N-CNL-qq-e-d-297,4996338029546,813 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-100～0/-97-70(-77～-43),-65～-25/-90～-70(-70～-50),-50/-70,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,エスティマハイブリッド,AHR20W,2006/6～,X/G,4WD/2400,115200,,241564,926-62N-CNL-qq-e-f1-285,926-62N-CNL-qq-e-d-285,4996338029812,926 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-98～-20/-107～-70(-70～-35),-75～-35/-90～70(-70～-50),-55/-70,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,カローラルミオン,NZE151N/ZRE152N,2007/10～2016/1,X/G,FF/1500・1800,115200,,241811,942-62N-CN-qq-e-f1-317,942-62N-CN-qq-e-d-317,4996338029959,942 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～0/-74～-34,-45～0/-65～-35,-35/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,クラウン,JZS171/JZS175,1999/9～2003/12,アスリート/ロイヤルサルーン,FR/2500・3000,108000,,241316,905-61N-CN-qq-e-f1-338,905-61N-CN-qq-e-d-338,4996338029638,905 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,16k(14・18・20)/7k(6・8・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0(-65～5)/-135～0,-65～-25(-60～-20)/-70～-30,-35(-30)/-45,65/65,200/250,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,クラウン,GRS180/GRS182/GRS184,2003/12～2008/2,アスリート/ロイヤルサルーン,FR/2500・3000・3500,108000,,241328,927-61N-CN-qq-e-f1-322,927-61N-CN-qq-e-d-322,4996338029829,927 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-73～0/-108～0,-45～-5/-40～0,-30/-40,65/65,250/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,クラウン,GRS200/GRS202/GRS204,2008/2～2012/12,アスリート/ロイヤルサルーン,FR/2500・3000・3500,108000,,241566,927-61N-CN-qq-e-f1-324,927-61N-CN-qq-e-d-324,4996338029829,927 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-87～0/-111～0,-45～-10/-40～0,-45/-40,65/65,250/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,クラウン,GRS210/GRS214,2012/12～,アスリートS,FR/2500・3500,108000,,241805,927-61N-CN-qq-e-f1-326,927-61N-CN-qq-e-d-326,4996338029829,927 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,9k(10・11)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-92～0/-118～0,-50～0/-50～-25,-35/-45,65/65,250/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,クラウンエステート,JZS171W/JZS175W,1999/12～2007/5,アスリート/ロイヤルサルーン,FR/2500・3000,108000,,241795,905-61N-CN-qq-e-f1-340,905-61N-CN-qq-e-d-340,4996338029638,905 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,16k(14・18・20)/7k(6・8・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0(-65～5)/-135～0,-65～-25(-60～-20)/-70～-30,-35(-30)/-45,65/65,200/250,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,クラウンハイブリッド,AWS210,2013/1～,アスリートG,FR/2500,108000,,241126,1A5-61N-CN-qq-e-f1-51,1A5-61N-CN-qq-e-d-51,4996338078582,1A5 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,9k(10・11)/7k(8・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～0/-75～0,-10～0/-10～0(フォグランプ高さが保安基準に抵触するため),-10/-10,65/65,250/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,スープラ,GA70/JZA70/MA70,1986/2～1993/5,S/G/GT,FR/2000・2000T・2500T・3000T,108000,,241115,163-61N-CN-qq-e-f1-352,163-61N-CN-qq-e-d-352,4996338028082,163 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,18k(16・20)/11k(10・12)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-2/-71～0(-75～0),-70～-5/-60～0,-40/-30,65/65,200/200,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,スープラ,JZA80,1993/5～2002/7,GZ/RZ/SZ,FR/3000・3000T,108000,,241840,164-61N-CN-qq-e-f1-356,164-61N-CN-qq-e-d-356,4996338028105,164 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～0(-55～10)/-41～0(-36～5),-65～0(-50～10)/-40～0(-35～0),-30(-20)/-20(-15),65/65,200/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>e-con2取付によりショックアブソーバーキャップの取付ができなくなります<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,スターレット,EP82/EP91,1989/12～1996/1<br>1996/1～1999/7,GT/グランツァV/グランツァS,FF/1300T・1300,115200,,241835,105-61N-CN-qq-e-f1-359,105-61N-CN-qq-e-d-359,4996338028020,105 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-103～-8/-75～-10,-70～-25/-70～-20,-55/-50,65/65,200/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1012)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,スペイド,NSP140/NCP141,2012/7～,X/F/Y/G,FF/1300・1500,100800,,241979,962-62N-CB-qq-e-f1-150,962-62N-CB-qq-e-d-150,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,セルシオ,UCF20,1994/10～2000/8,A/B,FR/4000,108000,,241122,189-61N-CN-qq-e-f1-369,189-61N-CN-qq-e-d-369,4996338028198,189 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,14k(12・16・18)/9k(8・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-101～0(-91～0)/-106～0(-101～0),-70～-30(-60～-20)/-75～-35(-70～-30),-55(-45)/-55(/50),65/65,200/250,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,ソアラ,GZ20/MZ20,1986/1～1991/5,VX/GT,FR/2000・3000T,108000,,241365,163-61N-CN-qq-e-f1-354,163-61N-CN-qq-e-d-354,4996338028082,163 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,18k(16・20)/11k(10・12)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-2/-71～0(-75～0),-70～-5/-60～0,-40/-30,65/65,200/200,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,ソアラ,JZZ30/UZZ30,1991/5～2000/12,2.5GT/3.0GT/4.0GT,FR/2500T・3000T・4000T,108000,,241602,164-61N-CN-qq-e-f1-373,164-61N-CN-qq-e-d-373,4996338028105,164 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,18k(14・16・20)/11k(9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～0(-60～0)/-60～0(-55～0),-50～0(-40～0)/-50～0(-45～0),-35(-25)/-40(-35),65/65,200/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,ソアラ,UZZ40,2001/4～2005/6,430SCV,FR/4300,108000,,241606,188-61N-CN-qq-e-f1-379,188-61N-CN-qq-e-d-379,4996338028181,188 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,12k(11・14)/8k(9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～0/-118～0,-30～0/-30～0,-20/-20,65/65,200/250,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,ノア/ヴォクシー,AZR60G/AZR65G,2001/11～2007/6,L/S/X,FF・4WD/2000,115200,,241544,815-62N-CNL-qq-e-f1-392,815-62N-CNL-qq-e-d-392,4996338029584,815 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,AZR60G:-95～0/-82～-43(-57～-17)<br>AZR65G:-115～0/-112～-73(-87～-48),AZR60G:-85～-35/-80～-50(-55～-25)<br>AZR65G:-95～-55/-100～-80(-85～-55),AZR60G:-55/-50<br>AZR65G:-75/-80,73/専用形状,230/専用形状,全長調整式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ノア/ヴォクシー,ZRR75G/ZRR75W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,4WD/2000,115200,,241333,938-62N-CNL-qq-e-f1-241,938-62N-CNL-qq-e-d-241,4996338029928,938 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(5・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～0/-95～-60(-65～-30),-65～-30/-95～-65(-65～-45),-50/-65,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ノア/ヴォクシー,ZRR70G/ZRR70W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,FF/2000,115200,,241332,937-62N-CNL-qq-e-f1-233,937-62N-CNL-qq-e-d-233,4996338029881,937 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,6k(5・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～0/-92～-53(-67～-28),-65～-30/-90～-65(-65～-45),-60/-65,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ノア/ヴォクシー/エスクァイア,ZRR85G/ZRR85W,2014/1～,Si/G/X/ZS/V,4WD/2000,115200,,241989,976-62N-CN-qq-e-f1-255,976-62N-CN-qq-e-d-255,4996338070173,976 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-105～-10/-102～-65,-60～-25/-95～-65,-55/-90,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ノア/ヴォクシー/エスクァイア,ZRR80G/ZRR80W,2014/1～,Si/G/X/ZS/V,FF/2000,115200,,241987,974-62N-CNL-qq-e-f1-249,974-62N-CNL-qq-e-d-249,4996338098740,974 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～0/-80～-45,-55～-20/-70～-50,-45/-55,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ノアハイブリッド/ヴォクシーハイブリッド/エスクァイアハイブリッド,ZWR80G,2014/2～,X/G/V,FF/1800,115200,,241827,974-62N-CNL-qq-e-f1-253,974-62N-CNL-qq-e-d-253,4996338098740,974 62N CNL,CUSCO,STREET ZERO A,純正形状ゴム製/-,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～0/-85～-50,-55～-20/-75～-55,-45/-60,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,プリウス,ZVW30,2009/5～2015/12,G・Sツーリングセレクション/G・Sソーラーパネル付ムーンルーフ車/G/S/L,FF/1800,115200,,241818,951-62N-CN-qq-e-f1-440,951-62N-CN-qq-e-d-440,4996338091055,951 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,4k(5・6)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ツーリングセレクション ムーンルーフ:-68～0 G・S・L:-55～0/-50～-20,-50～-20/-50～-30,-40/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,プリウスα,ZVW40W/ZVW41W,2011/5～,G・Sツーリングセレクション/S・Lセレクション/G/S,FF/1800,115200,,241974,952-62N-CN-qq-e-f1-445,952-62N-CN-qq-e-d-445,4996338091079,952 62N CN,CUSCO,STREET ZERO A,純正形状ゴム製/-,4k(5・6)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～0/-75～-27,-65～-25/-65～-35,-40/-45,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,ポルテ,NSP140/NCP141,2012/7～,X/Y/F/G/V,FF/1300・1500,100800,,241584,962-62N-CB-qq-e-f1-167,962-62N-CB-qq-e-d-167,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
トヨタ,マークII/ヴェロッサ,JZX110,2000/10～2004/11,IR-V/IR-S/VR25/V25,FR/2500・2500T,108000,,241118,177-61N-CN-qq-e-f1-470,177-61N-CN-qq-e-d-470,4996338028143,177 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,14k(12・16・18)/10k(9・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-78～0/-117～0,-60～-20/-65～-30,-45/-50,65/65,200/250,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,マークII/チェイサー/クレスタ,JZX90/JZX100,1992/10～2000/10,ツアラーS/ツアラーV,FR/2500・2500T,108000,,241117,175-61N-CN-qq-e-f1-347,175-61N-CN-qq-e-d-347,4996338028129,175 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,16k(14・18)/9k(10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～0(-73～0)/-86～0,-60～-30(-50～-25)/-60～-30,-50(-45)/-50,65/65,200/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,マークX,GRX120/GRX121,2004/11～2009/10,250G/300G,FR/2500・3000,108000,,241609,198-61N-CN-qq-e-f1-460,198-61N-CN-qq-e-d-460,4996338028235,198 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,10k(11・12)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-114～0/-96～0,-60～-20/-50～-20,-45/-50,65/65,200/250,全長調整式/全長調整式,赤,取付時リヤ左側のインナーフェンダーカバー(燃料管のカバー)取り外しが必要<br>e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,マークX,GRX130,2009/10～,2.5Sパッケージ,FR/2500,108000,,241844,198-61N-CN-qq-e-f1-464,198-61N-CN-qq-e-d-464,4996338028235,198 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,10k(11・12)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-109～0/-96～0,-55～-15/-50～-20,-40/-50,65/65,200/250,全長調整式/全長調整式,赤,取付時リヤ左側のインナーフェンダーカバー(燃料管のカバー)取り外しが必要<br>e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
トヨタ,ラクティス,NSP120,2010/11～2016/9,G/X,FF/1300,100800,,241347,962-62N-CB-qq-e-f1-177,962-62N-CB-qq-e-d-177,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-93～0/-49～-15,-70～-30/-40～-20,-50/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,110200
日産,180SX,RS13/RPS13,1989/3～1998/12,I/II/G/R/X/S,FR/1800T・2000・2000T,115200,,241130,220-61N-CN-qq-e-f1-511,220-61N-CN-qq-e-d-511,4996338028242,220 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7K(6・8・9)/5k(4・6・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-98～0/-82～0,-60～0/-65～0,-45/-20,65/65,180/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工または取外しが必要<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
日産,シルビア,S13/PS13,1988/5～1993/10,J's/Q's/K's,FR/1800・1800T・2000・2000T,115200,,241131,220-61N-CN-qq-e-f1-513,220-61N-CN-qq-e-d-513,4996338028242,220 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7K(6・8・9)/5k(4・6・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-98～0/-82～0,-60～0/-65～0,-45/-20,65/65,180/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
日産,シルビア,S14,1993/10～1999/1,J's/Q's/K's,FR/2000・2000T,115200,,241372,222-61N-CN-qq-e-f1-515,222-61N-CN-qq-e-d-515,4996338028266,222 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,8k(7・9・10)/6k(5・7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-93～0/-84～0,-55～0/-60～0,-55/-30,65/65,180/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
日産,シルビア,S15,1999/1～2002/8,スペックS/スペックR,FR/2000・2000T,115200,,241613,223-61N-CN-qq-e-f1-519,223-61N-CN-qq-e-d-519,4996338028280,223 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,8k(7・9・10)/6k(5・7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-96～0/-82～0,-55～0/-65～0,-45/-35,65/65,180/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
日産,スカイライン,HR32/HCR32/ECR32,1989/5～1993/8,GTS/GTS-T/GTS-S タイプS/GTS-T タイプM,FR/2000・2000T・2500T・3000T<br>リヤショック:丸目形状,108000,,241375,230-61N-CN-qq-e-f1-525,230-61N-CN-qq-e-d-525,4996338028303,230 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,9k(8・10・11)/7k(6・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～0(-75～0)/-80～0,-65～0/-65～0,-45(-40)/-35,65/65,200/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
日産,スカイライン,ER33/ECR33,1993/8～1998/5,GTS/GTS-25t/GTS タイプS/GTS-25t タイプS/GTS-25t タイプM,FR/2000・2500・2500T<br>リヤショック:丸目形状,108000,,241377,232-61N-CN-qq-e-f1-527,232-61N-CN-qq-e-d-527,4996338028341,232 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,8k(7・9・10)/6k(5・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-5(-90～0)/-95～0,-65～-5(-55～0)/-65～0,-40(-35)/-35,65/65,200/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
日産,スカイライン,ER34,1998/5～2001/6,25GT-t/25GT,FR/2500・2500T<br>リヤショック:丸目形状 ハイキャス無,108000,,241391,284-61N-CN-qq-e-f1-533,284-61N-CN-qq-e-d-533,4996338028518,284 61N CN,CUSCO,STREET ZERO A,強化ゴム固定式/強化ゴム固定式,8k(7・9・10)/6k(5・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-100～-5(-95～0)/-95～0,-60～-15/-60～0,-35(-30)/-30,65/65,200/200ヘルパースプリング,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,150000,117000
