自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,タイプ,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,販売価格
ホンダ,N-BOX,JF1/JF2,11/12～17/09,S07A,ターボ,Release,27400,,260112,70699-qq-e-165k,70699-qq-e-d-165k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-BOX,JF3/JF4,17/09～,S07B,ターボ,Release,29600,,260113,70685-qq-e-166k,70685-qq-e-d-166k,4959094706854,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
ホンダ,N-BOX,JF3/JF4,17/09～,S07B,ターボ,Return,34100,,260114,70785-qq-e-167k,70785-qq-e-d-167k,4959094707851,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
ホンダ,N-BOX+,JF1/JF2,12/07～,S07A,ターボ,Release,27400,,260115,70699-qq-e-168k,70699-qq-e-d-168k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-BOX+カスタム,JF1/JF2,11/12～,S07A,ターボ,Release,27400,,260116,70699-qq-e-169k,70699-qq-e-d-169k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-BOXカスタム,JF1/JF2,11/12～17/09,S07A,ターボ,Release,27400,,260117,70699-qq-e-170k,70699-qq-e-d-170k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-BOXカスタム,JF3/JF4,17/09～,S07B,ターボ,Release,29600,,260118,70685-qq-e-171k,70685-qq-e-d-171k,4959094706854,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
ホンダ,N-BOXカスタム,JF3/JF4,17/09～,S07B,ターボ,Return,34100,,260119,70785-qq-e-172k,70785-qq-e-d-172k,4959094707851,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
ホンダ,N-BOXスラッシュ,JF1/JF2,14/12～,S07A,ターボ,Release,27400,,260120,70699-qq-e-173k,70699-qq-e-d-173k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-ONE,JG1/JG2,12/11～,S07A,ターボ,Release,27400,,260121,70699-qq-e-174k,70699-qq-e-d-174k,4959094706991,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,N-WGN,JH3/JH4,19/08～,S07B,ターボ,Release,29600,,260122,70685-qq-e-175k,70685-qq-e-d-175k,4959094706854,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
ホンダ,N-WGN,JH3/JH4,19/08～,S07B,ターボ,Return,34100,,260123,70785-qq-e-176k,70785-qq-e-d-176k,4959094707851,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
ホンダ,N-WGNカスタム,JH3/JH4,19/08～,S07B,ターボ,Release,29600,,260124,70685-qq-e-177k,70685-qq-e-d-177k,4959094706854,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
ホンダ,N-WGNカスタム,JH3/JH4,19/08～,S07B,ターボ,Return,34100,,260125,70785-qq-e-178k,70785-qq-e-d-178k,4959094707851,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
ホンダ,S660,JW5,15/04～,S07A,ターボ,Release,27400,,260126,70695-qq-e-179k,70695-qq-e-d-179k,4959094706953,70695,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
ホンダ,S660,JW5,15/04～,S07A,ターボ,Return,27400,,260127,70795-qq-e-180k,70795-qq-e-d-180k,4959094707950,70795,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,29800,23929
ホンダ,ゼストスポーツ,JE1/JE2,06/03～08/12,P07A,ターボ,Release,29600,,260128,70653-qq-e-181k,70653-qq-e-d-181k,4959094706533,70653,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
ホンダ,ライフ,JB7/JB8,03/10～08/11,P07A,ターボ,Release,29600,,260129,70653-qq-e-182k,70653-qq-e-d-182k,4959094706533,70653,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,RX-7,FC3S,89/04～91/12,13B,MC後専用,Release,27400,,260021,70690-qq-e-74k,70690-qq-e-d-74k,4959094706908,70690,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
マツダ,RX-7,FD3S,91/12～,13B-REW,,Release,29600,,260022,70691-qq-e-75k,70691-qq-e-d-75k,4959094706915,70691,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,スクラムバン,DG17V,15/03～,R06A,ターボ,Release,29600,,260023,70696-qq-e-76k,70696-qq-e-d-76k,4959094706960,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,スクラムバン,DG17V,15/03～,R06A,ターボ,Return,34100,,260024,70796-qq-e-77k,70796-qq-e-d-77k,4959094707967,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
マツダ,スクラムワゴン,DG17W,15/03～,R06A,ターボ,Release,29600,,260025,70696-qq-e-78k,70696-qq-e-d-78k,4959094706960,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,スクラムワゴン,DG17W,15/03～,R06A,ターボ,Return,34100,,260026,70796-qq-e-79k,70796-qq-e-d-79k,4959094707967,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
マツダ,フレアワゴンカスタムスタイル,MM53S,18/02～,R06A,ターボ,Release,29600,,260027,70679-qq-e-80k,70679-qq-e-d-80k,4959094706793,70679,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,フレアワゴンカスタムスタイル,MM53S,18/02～,R06A,ターボ,Return,34100,,260028,70779-qq-e-81k,70779-qq-e-d-81k,4959094707790,70779,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
マツダ,フレアワゴンタフスタイル,MM53S,18/12～,R06A,ターボ,Release,29600,,260029,70677-qq-e-82k,70677-qq-e-d-82k,4959094706779,70677,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
マツダ,フレアワゴンタフスタイル,MM53S,18/12～,R06A,ターボ,Return,34100,,260030,70777-qq-e-83k,70777-qq-e-d-83k,4959094707776,70777,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
三菱,eKカスタム,B11W,13/06～,3B20,ターボ,Release,29600,,260031,70697-qq-e-84k,70697-qq-e-d-84k,4959094706977,70697,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,eKスペースカスタム,B11A,14/02～,3B20,ターボ,Release,29600,,260036,70697-qq-e-89k,70697-qq-e-d-89k,4959094706977,70697,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,eKスポーツ,H81W,02/09～06/09,3G83,eKアクティブ未確認,Release,29600,,260032,70674-qq-e-85k,70674-qq-e-d-85k,4959094706748,70674,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,eKスポーツ,H81W,02/09～06/09,3G83,eKアクティブ未確認,Return,32600,,260033,70774-qq-e-86k,70774-qq-e-d-86k,4959094707745,70774,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,29243
三菱,eKスポーツ,H82W,06/09～08/08,3G83,,Release,29600,,260034,70674-qq-e-87k,70674-qq-e-d-87k,4959094706748,70674,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,eKスポーツ,H82W,06/09～08/08,3G83,,Return,32600,,260035,70774-qq-e-88k,70774-qq-e-d-88k,4959094707745,70774,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,29243
三菱,コルトラリーアート,Z27A,04/10～06/05,4G15,,Release,27400,,260037,70671-qq-e-90k,70671-qq-e-d-90k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,コルトラリーアート,Z27A,04/10～06/05,4G15,,Return,36400,,260038,70771-qq-e-91k,70771-qq-e-d-91k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,コルトラリーアート,Z27AG,06/05～,4G15,,Return,36400,,260039,70771-qq-e-92k,70771-qq-e-d-92k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リリースファンネル装着時の動作保証はできません,,41800,32955
三菱,タウンボックス,DS17W,15/03～,R06A,ターボ,Release,29600,,260040,70696-qq-e-93k,70696-qq-e-d-93k,4959094706960,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,タウンボックス,DS17W,15/03～,R06A,ターボ,Return,34100,,260041,70796-qq-e-94k,70796-qq-e-d-94k,4959094707967,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
三菱,ミニキャブバン,DS17V,15/03～,R06A,ターボ,Release,29600,,260042,70696-qq-e-95k,70696-qq-e-d-95k,4959094706960,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,26256
三菱,ミニキャブバン,DS17V,15/03～,R06A,ターボ,Return,34100,,260043,70796-qq-e-96k,70796-qq-e-d-96k,4959094707967,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,30727
三菱,ランサーエボリューション,CD9A,92/11～94/11,4G63,,Release,27400,,260044,70671-qq-e-97k,70671-qq-e-d-97k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューション,CD9A,92/11～94/11,4G63,,Return,36400,,260045,70771-qq-e-98k,70771-qq-e-d-98k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションII,CE9A,94/11～95/02,4G63,,Release,27400,,260046,70671-qq-e-99k,70671-qq-e-d-99k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションII,CE9A,94/11～95/02,4G63,,Return,36400,,260047,70771-qq-e-100k,70771-qq-e-d-100k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションIII,CE9A,95/02～96/08,4G63,,Release,27400,,260048,70671-qq-e-101k,70671-qq-e-d-101k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションIII,CE9A,95/02～96/08,4G63,,Return,36400,,260049,70771-qq-e-102k,70771-qq-e-d-102k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションIV,CN9A,96/08～98/01,4G63,,Release,27400,,260050,70671-qq-e-103k,70671-qq-e-d-103k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションIV,CN9A,96/08～98/01,4G63,,Return,36400,,260051,70771-qq-e-104k,70771-qq-e-d-104k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションIX,CT9A,05/03～07/10,4G63 MIVEC,MR共通,Release,27400,,260060,70671-qq-e-113k,70671-qq-e-d-113k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションIX,CT9A,05/03～07/10,4G63 MIVEC,MR共通,Return,36400,,260061,70771-qq-e-114k,70771-qq-e-d-114k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションV,CP9A,98/01～99/01,4G63,,Release,27400,,260052,70671-qq-e-105k,70671-qq-e-d-105k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションV,CP9A,98/01～99/01,4G63,,Return,36400,,260053,70771-qq-e-106k,70771-qq-e-d-106k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションVI,CP9A,99/01～01/02,4G63,,Release,27400,,260054,70671-qq-e-107k,70671-qq-e-d-107k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションVI,CP9A,99/01～01/02,4G63,,Return,36400,,260055,70771-qq-e-108k,70771-qq-e-d-108k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションVII,CT9A,01/02～03/01,4G63,GT-A未確認,Release,27400,,260056,70671-qq-e-109k,70671-qq-e-d-109k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションVII,CT9A,01/02～03/01,4G63,GT-A未確認,Return,36400,,260057,70771-qq-e-110k,70771-qq-e-d-110k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションVIII,CT9A,03/01～05/03,4G63,MR共通,Release,27400,,260058,70671-qq-e-111k,70671-qq-e-d-111k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションVIII,CT9A,03/01～05/03,4G63,MR共通,Return,36400,,260059,70771-qq-e-112k,70771-qq-e-d-112k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーエボリューションワゴン,CT9W,06/08～,4G63,GT-A未確認,Release,27400,,260062,70671-qq-e-115k,70671-qq-e-d-115k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーエボリューションワゴン,CT9W,06/08～,4G63,GT-A未確認,Return,36400,,260063,70771-qq-e-116k,70771-qq-e-d-116k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
三菱,ランサーセディアワゴン,CS5W,01/06～,4G93,,Release,27400,,260064,70671-qq-e-117k,70671-qq-e-d-117k,4959094706717,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,23929
三菱,ランサーセディアワゴン,CS5W,01/06～,4G93,,Return,36400,,260065,70771-qq-e-118k,70771-qq-e-d-118k,4959094707714,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,32955
