トヨタ,エスクァイアハイブリッド,ZWR80G,14/10～,"グレード:ハイブリッドGi,ハイブリッドXi<br>駆動:2WD",スプリング付,53223,,72405,LKIT1-ZWR80G-qq-e-25,LKIT1-ZWR80G-qq-e-d-25,LKIT1-ZWR80G,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,エスクァイアハイブリッド,ZWR80G,14/10～,"グレード:ハイブリッドGi,ハイブリッドXi<br>駆動:2WD",スプリング無,52980,,73778,KYB-qq-e-i-4289,KYB-qq-e-d-i-4289,フロント:WST5590R/WST5590L 各1本<br>リア:WSB1234 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,エスティマT/エスティマL,ACR50W,06/01～16/06,"グレード:Sパッケージ,アエラス,G,X<br>エンジン形式:2AZFE(2.4リットル)<br>駆動:FF",スプリング付,53223,,71595,LKIT1-ACR50W-qq-e-33,LKIT1-ACR50W-qq-e-d-33,LKIT1-ACR50W,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,エスティマT/エスティマL,ACR50W,06/01～16/06,"グレード:Sパッケージ,アエラス,G,X<br>エンジン形式:2AZFE(2.4リットル)<br>駆動:FF",スプリング無,52980,,71506,KYB-qq-e-i-4278,KYB-qq-e-d-i-4278,フロント:WST5327R/WST5327L 各1本<br>リア:WSB2089 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,エスティマT/エスティマL,GSR50W,06/01～16/06,"グレード:Gパッケージ,Sパッケージ,アエラス,G<br>エンジン形式:2GRFE(3.5リットル)<br>駆動:FF",スプリング付,53223,,71837,LKIT1-GSR50W-qq-e-32,LKIT1-GSR50W-qq-e-d-32,LKIT1-GSR50W,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,エスティマT/エスティマL,GSR50W,06/01～16/06,"グレード:Gパッケージ,Sパッケージ,アエラス,G<br>エンジン形式:2GRFE(3.5リットル)<br>駆動:FF",スプリング無,52980,,74826,KYB-qq-e-i-4279,KYB-qq-e-d-i-4279,フロント:WST5327R/WST5327L 各1本<br>リア:WSB2089 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,シエンタ,NSP170G,15/07～,"グレード:G,X<br>駆動:2WD",スプリング付,56271,,71843,LKIT1-NSP170G-qq-e-11,LKIT1-NSP170G-qq-e-d-11,LKIT1-NSP170G,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,88000,70500
トヨタ,シエンタ,NSP170G,15/07～,"グレード:G,X<br>駆動:2WD",スプリング無,55905,,71744,KYB-qq-e-i-4280,KYB-qq-e-d-i-4280,フロント:WST5651R/WST5651L 各1本<br>リア:WSB9250 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,87400,70100
トヨタ,シエンタハイブリッド,NHP170G,15/07～,"グレード:ハイブリッドG,ハイブリッドX<br>駆動:2WD",スプリング付,56271,,73926,LKIT1-NHP170G-qq-e-12,LKIT1-NHP170G-qq-e-d-12,LKIT1-NHP170G,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,88000,70500
トヨタ,シエンタハイブリッド,NHP170G,15/07～,"グレード:ハイブリッドG,ハイブリッドX<br>駆動:2WD",スプリング無,55905,,71745,KYB-qq-e-i-4281,KYB-qq-e-d-i-4281,フロント:WST5651R/WST5651L 各1本<br>リア:WSB9250 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,87400,70100
トヨタ,ノア,ZRR80G,14/01～,"グレード:G,X<br>外観形式:ナローボディ<br>駆動:FF",スプリング付,53223,,71848,LKIT1-ZRR80G-qq-e-28,LKIT1-ZRR80G-qq-e-d-28,LKIT1-ZRR80G,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,ノア,ZRR80G,14/01～,"グレード:G,X<br>外観形式:ナローボディ<br>駆動:FF",スプリング無,52980,,72297,KYB-qq-e-i-4282,KYB-qq-e-d-i-4282,フロント:WST5590R/WST5590L 各1本<br>リア:WSB1234 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,ノア,ZRR80W,14/01～,グレード:Si<br>外観形式:ワイドボディ<br>駆動:FF,スプリング付,53223,,73930,LKIT1-ZRR80W-qq-e-30,LKIT1-ZRR80W-qq-e-d-30,LKIT1-ZRR80W,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,ノア,ZRR80W,14/01～,グレード:Si<br>外観形式:ワイドボディ<br>駆動:FF,スプリング無,52980,,71746,KYB-qq-e-i-4284,KYB-qq-e-d-i-4284,フロント:WST5591R/WST5591L 各1本<br>リア:WSB1234 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,ノアハイブリッド,ZWR80G,14/01～,"グレード:ハイブリッドG,ハイブリッドX<br>外観形式:ナローボディ<br>駆動:FF",スプリング付,53223,,70837,LKIT1-ZWR80G-qq-e-22,LKIT1-ZWR80G-qq-e-d-22,LKIT1-ZWR80G,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,ノアハイブリッド,ZWR80G,14/01～,"グレード:ハイブリッドG,ハイブリッドX<br>外観形式:ナローボディ<br>駆動:FF",スプリング無,52980,,72299,KYB-qq-e-i-4286,KYB-qq-e-d-i-4286,フロント:WST5590R/WST5590L 各1本<br>リア:WSB1234 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,ノアハイブリッド,ZWR80W,16/01～,グレード:ハイブリッドSi<br>外観形式:ワイドボディ<br>駆動:2WD,スプリング付,53223,,71347,LKIT1-ZWR80W-qq-e-26,LKIT1-ZWR80W-qq-e-d-26,LKIT1-ZWR80W,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,ノアハイブリッド,ZWR80W,16/01～,グレード:ハイブリッドSi<br>外観形式:ワイドボディ<br>駆動:2WD,スプリング無,52980,,73779,KYB-qq-e-i-4290,KYB-qq-e-d-i-4290,フロント:WST5591R/WST5591L 各1本<br>リア:WSB1234 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,プリウス,ZVW30,09/05～,"グレード:Sツーリングセレクション,Gツーリングセレクション<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:17インチホイール<br>駆動:2WD<br>その他:ソーラーパネル付車",スプリング付,53223,,73931,LKIT1-ZVW307-qq-e-15,LKIT1-ZVW307-qq-e-d-15,LKIT1-ZVW307,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,プリウス,ZVW30,09/05～,"グレード:Sツーリングセレクション,Gツーリングセレクション<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:17インチホイール<br>駆動:2WD<br>その他:ソーラーパネル付車",スプリング無,52980,,73781,KYB-qq-e-i-4294,KYB-qq-e-d-i-4294,フロント:WST5405R/WST5405L 各1本<br>リア:WSB2113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,プリウス,ZVW30,09/05～11/12,"グレード:L,S,G<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:15インチホイール<br>駆動:2WD<br>その他:除くソーラーパネル付車",スプリング付,53223,,72404,LKIT1-ZVW305-qq-e-13,LKIT1-ZVW305-qq-e-d-13,LKIT1-ZVW305,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,プリウス,ZVW30,09/05～11/12,"グレード:L,S,G<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:15インチホイール<br>駆動:2WD<br>その他:除くソーラーパネル付車",スプリング無,52980,,72300,KYB-qq-e-i-4292,KYB-qq-e-d-i-4292,フロント:WST5405R/WST5405L 各1本<br>リア:WSB2113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,プリウス,ZVW30,11/12～,"グレード:L,S,G<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:15インチホイール<br>駆動:2WD<br>その他:除くソーラーパネル付車",スプリング付,53223,,74964,LKIT1-ZVW307-qq-e-14,LKIT1-ZVW307-qq-e-d-14,LKIT1-ZVW307,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,プリウス,ZVW30,11/12～,"グレード:L,S,G<br>エンジン形式:2ZRFXE(1.8リットル)<br>タイヤ:15インチホイール<br>駆動:2WD<br>その他:除くソーラーパネル付車",スプリング無,52980,,73780,KYB-qq-e-i-4293,KYB-qq-e-d-i-4293,フロント:WST5405R/WST5405L 各1本<br>リア:WSB2113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,プリウスα,ZVW40W,11/05～,グレード:G<br>エンジン形式:2ZRFXE(1.8リットル)<br>乗員数:7<br>駆動:FF<br>その他:除くTSSP車,スプリング付,56271,,71850,LKIT1-ZVW41W-qq-e-16,LKIT1-ZVW41W-qq-e-d-16,LKIT1-ZVW41W,KYB,Lowfer Sports PLUS,1台分,17/12以降車Lowfer Sportsシリーズ適合外,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,88000,70500
トヨタ,プリウスα,ZVW40W,11/05～,グレード:G<br>エンジン形式:2ZRFXE(1.8リットル)<br>乗員数:7<br>駆動:FF<br>その他:除くTSSP車,スプリング無,52980,,73287,KYB-qq-e-i-4295,KYB-qq-e-d-i-4295,フロント:WST5471R/WST5471L 各1本<br>リア:WSB2130 2本,KYB,Lowfer Sports PLUS,1台分,17/12以降車Lowfer Sportsシリーズ適合外,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,プリウスα,ZVW41W,11/05～,"グレード:G,S<br>エンジン形式:2ZRFXE(1.8リットル)<br>乗員数:5<br>駆動:FF<br>その他:除くTSSP車",スプリング付,56271,,73932,LKIT1-ZVW41W-qq-e-17,LKIT1-ZVW41W-qq-e-d-17,LKIT1-ZVW41W,KYB,Lowfer Sports PLUS,1台分,17/12以降車Lowfer Sportsシリーズ適合外,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,88000,70500
トヨタ,プリウスα,ZVW41W,11/05～,"グレード:G,S<br>エンジン形式:2ZRFXE(1.8リットル)<br>乗員数:5<br>駆動:FF<br>その他:除くTSSP車",スプリング無,52980,,74300,KYB-qq-e-i-4296,KYB-qq-e-d-i-4296,フロント:WST5471R/WST5471L 各1本<br>リア:WSB2130 2本,KYB,Lowfer Sports PLUS,1台分,17/12以降車Lowfer Sportsシリーズ適合外,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
トヨタ,ルーミー/タンク,M900A,16/11～,駆動:2WD,スプリング付,53223,,72398,LKIT1-M900S-qq-e-648,LKIT1-M900S-qq-e-d-648,LKIT1-M900S,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
トヨタ,ルーミー/タンク,M900A,16/11～,駆動:2WD,スプリング無,52980,,71748,KYB-qq-e-i-4297,KYB-qq-e-d-i-4297,フロント:WST5700R/WST5700L 各1本<br>リア:WSB1352 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング付,58708,,74447,LKIT1-PE52-qq-e-40,LKIT1-PE52-qq-e-d-40,LKIT1-PE52,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,92000,73000
日産,エルグランド,PE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング無,52980,,70964,KYB-qq-e-i-3226,KYB-qq-e-d-i-3226,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング付,58708,,73928,LKIT1-PE52MC-qq-e-42,LKIT1-PE52MC-qq-e-d-42,LKIT1-PE52MC,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,92000,73000
日産,エルグランド,PE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング無,52980,,74261,KYB-qq-e-i-3239,KYB-qq-e-d-i-3239,フロント:WST5502R/WST5502L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PE52,16/09～,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:FF<br>その他:除くオーテック車",スプリング無,52980,,74784,KYB-qq-e-i-3237,KYB-qq-e-d-i-3237,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PNE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,71965,KYB-qq-e-i-3240,KYB-qq-e-d-i-3240,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PNE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,73548,KYB-qq-e-i-3233,KYB-qq-e-d-i-3233,フロント:WST5502R/WST5502L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,PNE52,16/09～,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:VQ35DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,71466,KYB-qq-e-i-3231,KYB-qq-e-d-i-3231,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,TE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング付,58708,,74449,LKIT1-TE52-qq-e-41,LKIT1-TE52-qq-e-d-41,LKIT1-TE52,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,92000,73000
日産,エルグランド,TE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング無,52980,,74783,KYB-qq-e-i-3234,KYB-qq-e-d-i-3234,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
