自動車メーカー,車種,型式,年式,エンジン,ミッション,駆動,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,車高,備考,注意事項,定価,SET価格
ホンダ,フィットハイブリッド,GP1-120,12年5月～13年8月,LDAMF6,CVT,FF,SHE'S,81587,,292124,50000-XLFD-K2S0-qq-e-31k,50000-XLFD-K2S0-qq-e-d-31k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-120,12年5月～13年8月,LDAMF6,CVT,FF,XHセレクション,81587,,292125,50000-XLFD-K2S0-qq-e-32k,50000-XLFD-K2S0-qq-e-d-32k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-120,12年5月～13年8月,LDAMF6,CVT,FF,スマートセレクション,81587,,292126,50000-XLFD-K2S0-qq-e-33k,50000-XLFD-K2S0-qq-e-d-33k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP1-120,12年5月～13年8月,LDAMF6,CVT,FF,,81587,,292123,50000-XLFD-K2S0-qq-e-30k,50000-XLFD-K2S0-qq-e-d-30k,50000-XLFD-K2S0,MUGEN,スポーツサスペンション,約-20～25mm,ダンパーとスプリングのセット,,95000,95800
ホンダ,フィットハイブリッド,GP4-100,12年5月～13年8月,LEAMF6,6MT,FF,RS,85743,,292130,50000-XLFD-K3S0-qq-e-34k,50000-XLFD-K3S0-qq-e-d-34k,50000-XLFD-K3S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,100000,100000
ホンダ,フィットハイブリッド,GP4-100,12年5月～13年8月,LEAMF6,CVT,FF,RS,85743,,292131,50000-XLFD-K4S0-qq-e-35k,50000-XLFD-K4S0-qq-e-d-35k,50000-XLFD-K4S0,MUGEN,スポーツサスペンション,約-20～-25mm,ダンパーとスプリングのセット,,100000,100000
ホンダ,フィットハイブリッド,GP5-130,17年6月～,LEB-H1,DCT,FF,F,106517,,292206,50000-XMKB-K0S0-qq-e-1k,50000-XMKB-K0S0-qq-e-d-1k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
ホンダ,フィットハイブリッド,GP5-130,17年6月～,LEB-H1,DCT,FF,L・ホンダセンシング,106517,,292207,50000-XMKB-K0S0-qq-e-2k,50000-XMKB-K0S0-qq-e-d-2k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
ホンダ,フィットハイブリッド,GP5-130,17年6月～,LEB-H1,DCT,FF,S・ホンダセンシング,106517,,292208,50000-XMKB-K0S0-qq-e-3k,50000-XMKB-K0S0-qq-e-d-3k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
ホンダ,フィットハイブリッド,GP5-340,17年6月～,LEB-H1,DCT,FF,F,106517,,292209,50000-XMKB-K0S0-qq-e-4k,50000-XMKB-K0S0-qq-e-d-4k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
ホンダ,フィットハイブリッド,GP5-340,17年6月～,LEB-H1,DCT,FF,L・ホンダセンシング,106517,,292210,50000-XMKB-K0S0-qq-e-5k,50000-XMKB-K0S0-qq-e-d-5k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
ホンダ,フィットハイブリッド,GP5-340,17年6月～,LEB-H1,DCT,FF,S・ホンダセンシング,106517,,292211,50000-XMKB-K0S0-qq-e-6k,50000-XMKB-K0S0-qq-e-d-6k,50000-XMKB-K0S0,MUGEN,スポーツサスペンション,約-15mm,,,125000,121300
