日産,セドリック,PY33,H7/6～11/6,VG30E,3.0L NA,,19800,,226402,ESN-029-qq-e-f1-1135,ESN-029-qq-e-d-1135,4536190100290,ESN-029,ESPELIR,Super DOWNSUS,1台分,43～48/32～37,,3.2/3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セドリック,Y31,S62/6～H3/5,VG30DE,3.0L NA/2.0L NA車共通,Fr：43～48mm<br>Rr：37～42mm,19800,,221983,ESN-126-qq-e-f1-1128,ESN-126-qq-e-d-1128,4536190101266,ESN-126,ESPELIR,Super DOWNSUS,1台分,43～48/37～42,Fr：43～48mm<br>Rr：37～42mm,3/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セドリック,Y31,S62/6～H3/5,VG30DET,3.0L ターボ/2.0L ターボ車共通,Fr：43～48mm<br>Rr：37～42mm,19800,,223244,ESN-014-qq-e-f1-1129,ESN-014-qq-e-d-1129,4536190100146,ESN-014,ESPELIR,Super DOWNSUS,1台分,43～48/37～42,Fr：43～48mm<br>Rr：37～42mm,4.4/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セドリック,Y32,H3/5～7/5,VG20E,2.0L NA専用,,20240,,227058,ESN-451-qq-e-f1-1130,ESN-451-qq-e-d-1130,4536190104519,ESN-451,ESPELIR,Super DOWNSUS,1台分,43～48/32～37,,4.4/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,46000,44400
日産,セドリック,Y33,H8/1～11/6,VG20E,2.0L NA専用,,19800,,226849,ESN-353-qq-e-f1-1134,ESN-353-qq-e-d-1134,4536190103536,ESN-353,ESPELIR,Super DOWNSUS,1台分,43～48/32～37,,2.7/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セドリックセダン,PY31,H3/6～14/6,VG30E,3.0L ブロアムセダン専用,Fr：33～38mm<br>Rr：37～42mm,19800,,223264,ESN-469-qq-e-f1-1148,ESN-469-qq-e-d-1148,4536190104694,ESN-469,ESPELIR,Super DOWNSUS,1台分,33～38/37～42,Fr：33～38mm<br>Rr：37～42mm,3.3/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セドリックセダン,Y31,H11/8～14/6,VG20E,2.0L NA クラッシックSV,Fr：23～28mm<br>Rr：22～27mm,19800,,221638,ESN-469-qq-e-f1-1147,ESN-469-qq-e-d-1147,4536190104694,ESN-469,ESPELIR,Super DOWNSUS,1台分,23～28/22～27,Fr：23～28mm<br>Rr：22～27mm,3.3/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,43900
日産,セフィーロ,A31,S63/9～H6/7,RB20DET,2WD 2.0L ターボ,,15840,,226068,ESN-091-qq-e-f1-1149,ESN-091-qq-e-d-1149,4536190100917,ESN-091,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,,3.2/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,30200
日産,セフィーロ,A33,H10/12～14/12,VQ20DE,2WD 2.0L,Fr：38～43mm<br>Rr：27～32mm,16720,,224543,ESN-248-qq-e-f1-1151,ESN-248-qq-e-d-1151,4536190102485,ESN-248,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,Fr：38～43mm<br>Rr：27～32mm,3/3.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,38000,31000
日産,セフィーロ,PA32,H6/8～10/2,VQ25DE,2WD 2.5L,,15840,,226832,ESN-052-qq-e-f1-1150,ESN-052-qq-e-d-1150,4536190100528,ESN-052,ESPELIR,Super DOWNSUS,1台分,38～43/38～43,,2.8/3.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,30200
日産,セフィーロ,PA33,H10/12～14/8,VQ25DE,2WD 2.5L,,16720,,226840,ESN-248-qq-e-f1-1152,ESN-248-qq-e-d-1152,4536190102485,ESN-248,ESPELIR,Super DOWNSUS,1台分,48～53/27～32,,3/3.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,38000,31000
日産,セフィーロワゴン,WA32,H9/6～,VQ25DE,2WD 2.0L,Fr：35～40mm<br>Rr：25～30mm,18480,,223810,ESN-191-qq-e-f1-1153,ESN-191-qq-e-d-1153,4536190101914,ESN-191,ESPELIR,Super DOWNSUS,1台分,35～40/25～30,Fr：35～40mm<br>Rr：25～30mm,4.5/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,32700
日産,セフィーロワゴン,WHA32,H9/6～,VQ30DE,2WD 3.0L,,18480,,226735,ESN-191-qq-e-f1-1155,ESN-191-qq-e-d-1155,4536190101914,ESN-191,ESPELIR,Super DOWNSUS,1台分,35～40/25～30,,4.5/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,32700
日産,セフィーロワゴン,WPA32,H9/6～,VQ25DE,2WD 2.5L,,18480,,225976,ESN-191-qq-e-f1-1154,ESN-191-qq-e-d-1154,4536190101914,ESN-191,ESPELIR,Super DOWNSUS,1台分,35～40/25～30,,4.5/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,32700
日産,セレナ,C25,H17/5～22/11,MR20DE,2WD 2.0L 20S/20G/20RS/20RX,Fr：30～35mm<br>Rr：40～45mm,16720,,221648,ESN-698-qq-e-f1-1166,ESN-698-qq-e-d-1166,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,30～35/40～45,Fr：30～35mm<br>Rr：40～45mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218592>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218599>BR-698R</a>,,,38000,31000
日産,セレナ,C25,H19/12～22/11,MR20DE,2WD 2.0L 20S/20G/後期型,,16720,,226166,ESN-698-qq-e-f1-1168,ESN-698-qq-e-d-1168,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,30～35/40～45,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217552>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215564>BR-698R</a>,,,38000,31000
日産,セレナ,C26,H25/12～H28/7,MR20DD,2WD 後期/20S<br>平成25年12月以降生産車,Fr：35～40mm<br>Rr：35～40mm,16720,,224131,ESN-1487-qq-e-f1-1176,ESN-1487-qq-e-d-1176,4536190114877,ESN-1487,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214852>BR-1487F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219908>BR-1487R</a>,,,38000,31000
日産,セレナ,C27/GC27,H28/8～,MR20DD,2WD/S/X/G,Fr：40～45mm<br>Rr：35～40mm,16720,,224756,ESN-2474-qq-e-f1-3796,ESN-2474-qq-e-d-3796,4536190124746,ESN-2474,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216888>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220727>BR-2474R</a>,,,38000,31000
日産,セレナ,CC25,H17/5～22/11,MR20DE,2WD 2.0L ハイウェイスター,,16720,,226932,ESN-698-qq-e-f1-1167,ESN-698-qq-e-d-1167,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215559>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213730>BR-698R</a>,,,38000,31000
日産,セレナ,CNC25,H18/6～22/11,MR20DD,4WD ハイウェイスター,,18480,,225641,ESN-1222-qq-e-f1-1170,ESN-1222-qq-e-d-1170,4536190112224,ESN-1222,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217551>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219598>BR-698R</a>,,,42000,32700
日産,セレナ,FC26,H22/11～H25/11,MR20DD,2WD 2.0L 前期/ハイウェイスター,Fr：35～40mm<br>Rr：35～40mm,16720,,223131,ESN-698-qq-e-f1-1171,ESN-698-qq-e-d-1171,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215560>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219600>BR-698R</a>,,,38000,31000
日産,セレナ,FNC26,H22/11～H25/11,MR20DD,4WD 前期/ハイウェイスター,Fr：38～43mm<br>Rr：27～32mm,18480,,224855,ESN-1224-qq-e-f1-1175,ESN-1224-qq-e-d-1175,4536190112248,ESN-1224,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,Fr：38～43mm<br>Rr：27～32mm,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218590>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217555>BR-698R</a>,,,42000,32700
日産,セレナ,GFC27,H28/8～,MR20DD,2WD/ハイウェイスター/ハイウェイスターG,,16720,,226289,ESN-2476-qq-e-f1-3798,ESN-2476-qq-e-d-3798,4536190124760,ESN-2476,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218728>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216891>BR-2474R</a>,,,38000,31000
日産,セレナ,GFNC27,H28/8～,MR20DD,4WD/ハイウェイスター,Fr：40～45mm<br>Rr：40～45mm,18480,,224020,ESN-2477-qq-e-f1-3799,ESN-2477-qq-e-d-3799,4536190124777,ESN-2477,ESPELIR,Super DOWNSUS,1台分,40～45/40～45,Fr：40～45mm<br>Rr：40～45mm,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214893>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213839>BR-2474R</a>,,,42000,32700
日産,セレナ,GNC27,H28/8～,MR20DD,4WD/X/G,Fr：40～45mm<br>Rr：40～45mm,18480,,224019,ESN-2475-qq-e-f1-3797,ESN-2475-qq-e-d-3797,4536190124753,ESN-2475,ESPELIR,Super DOWNSUS,1台分,40～45/40～45,Fr：40～45mm<br>Rr：40～45mm,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216889>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219716>BR-2474R</a>,,,42000,32700
日産,セレナ,KBC23,H3/6～11/6,SR20DE,2WD/Fスプリング外径141mm専用,Fr：55～60mm<br>Rr：50～55mm,19200,,223033,ESN-110-qq-e-f1-1156,ESN-110-qq-e-d-1156,4536190101105,ESN-110,ESPELIR,Super DOWNSUS,1台分,55～60/50～55,Fr：55～60mm<br>Rr：50～55mm,3.4/-,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,リアはシャックル形状,,40000,31800
日産,セレナ,KBCC23,H3/6～11/6,SR20DE,2WD/Fスプリング外径175mm専用/ハイキャス車,Fr：42～47mm<br>Rr：50～55mm,20160,,222374,ESN-703-qq-e-f1-1157,ESN-703-qq-e-d-1157,4536190107039,ESN-703,ESPELIR,Super DOWNSUS,1台分,42～47/50～55,Fr：42～47mm<br>Rr：50～55mm,3.4/-,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,リアはシャックル形状,,42000,32700
日産,セレナ,KBNC23,H3/6～11/6,SR20DE,4WD/Fスプリング外径:141mm専用,Fr：55～60mm<br>Rr：50～55mm,19200,,224259,ESN-110-qq-e-f1-1158,ESN-110-qq-e-d-1158,4536190101105,ESN-110,ESPELIR,Super DOWNSUS,1台分,55～60/50～55,Fr：55～60mm<br>Rr：50～55mm,3.4/-,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,リアはシャックル形状,,40000,31800
日産,セレナ,KVC23,H3/6～11/6,CD20T,2WD/Fスプリング外径141mm専用,,19200,,225760,ESN-110-qq-e-f1-1159,ESN-110-qq-e-d-1159,4536190101105,ESN-110,ESPELIR,Super DOWNSUS,1台分,55～60/50～55,,3.4/-,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,リアはシャックル形状,,40000,31800
日産,セレナ,KVNC23,H3/6～11/6,SD20T,4WD/Fスプリング外径:141mm専用,Fr：55～60mm<br>Rr：50～55mm,19200,,223480,ESN-110-qq-e-f1-1160,ESN-110-qq-e-d-1160,4536190101105,ESN-110,ESPELIR,Super DOWNSUS,1台分,55～60/50～55,Fr：55～60mm<br>Rr：50～55mm,3.4/-,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,リアはシャックル形状,,40000,31800
日産,セレナ,NC25,H17/5～22/11,MR20DD,4WD 20S/20G,Fr：38～43mm<br>Rr：27～32mm,18480,,223371,ESN-1222-qq-e-f1-1169,ESN-1222-qq-e-d-1169,4536190112224,ESN-1222,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,Fr：38～43mm<br>Rr：27～32mm,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218589>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219599>BR-698R</a>,,,42000,32700
日産,セレナ,NC26,H22/11～H25/11,MR20DD,4WD 前期/20G/20X/20S,,18480,,225642,ESN-1224-qq-e-f1-1174,ESN-1224-qq-e-d-1174,4536190112248,ESN-1224,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213728>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216580>BR-698R</a>,,,42000,32700
日産,セレナ,NC26/FNC26,H25/12～H28/7,MR20DD,4WD 後期/20S/20X/20G/ハイウェイスター<br>平成25年12月以降生産車,Fr：38～43mm<br>Rr：27～32mm,18480,,222600,ESN-1489-qq-e-f1-1178,ESN-1489-qq-e-d-1178,4536190114891,ESN-1489,ESPELIR,Super DOWNSUS,1台分,38～43/27～32,Fr：38～43mm<br>Rr：27～32mm,3.3/9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215839>BR-1487F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219909>BR-1487R</a>,,,42000,32700
日産,セレナ,PC24,H11/6～13/12,SR20DE,2WD ハイルーフ車共通,Fr：50～55mm<br>Rr：45～55mm,18920,,224545,ESN-270-qq-e-f1-1161,ESN-270-qq-e-d-1161,4536190102706,ESN-270,ESPELIR,Super DOWNSUS,1台分,50～55/45～55,Fr：50～55mm<br>Rr：45～55mm,3.3/7.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217908>BR-270F</a><br>リア:設定なし,,,43000,33100
日産,セレナ,PNC24,H11/6～13/12,SR20DE,4WD,,18920,,227588,ESN-270-qq-e-f1-1162,ESN-270-qq-e-d-1162,4536190102706,ESN-270,ESPELIR,Super DOWNSUS,1台分,50～55/55～60,,3.3/7.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220949>BR-270F</a><br>リア:設定なし,,,43000,33100
日産,セレナ,RC24,H13/12～17/5,QR25DE,2WD 2.5L,Fr：45～50mm<br>Rr：50～55mm,20240,,224026,ESN-444-qq-e-f1-1164,ESN-444-qq-e-d-1164,4536190104441,ESN-444,ESPELIR,Super DOWNSUS,1台分,45～50/50～55,Fr：45～50mm<br>Rr：50～55mm,3.3/9.1,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213863>BR-270F</a><br>リア:設定なし,,,46000,34400
日産,セレナ,TC24,H13/12～17/5,QR20DE,2WD 2.0L ハイルーフ車共通,Fr：45～50mm<br>Rr：45～50mm,20240,,223261,ESN-444-qq-e-f1-1163,ESN-444-qq-e-d-1163,4536190104441,ESN-444,ESPELIR,Super DOWNSUS,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,3.3/9.1,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220950>BR-270F</a><br>リア:設定なし,,,46000,34400
日産,セレナ,TNC24,H13/12～17/5,QR20DE,4WD V/V-G/ハイウェイスター,Fr：40～45mm<br>Rr：45～50mm,20240,,221643,ESN-575-qq-e-f1-1165,ESN-575-qq-e-d-1165,4536190105752,ESN-575,ESPELIR,Super DOWNSUS,1台分,40～45/45～50,Fr：40～45mm<br>Rr：45～50mm,3.3/9.1,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215898>BR-270F</a><br>リア:設定なし,,,46000,34400
日産,セレナe-POWER,HC27,H30/3～,HR12DE+モーター,2WD/e-POWER X/e-POWER XV,,17600,,226298,ESN-4520-qq-e-f1-3805,ESN-4520-qq-e-d-3805,4536190145208,ESN-4520,ESPELIR,Super DOWNSUS,1台分,35～40/32～37,,3.3/6.16,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220726>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218730>BR-2474R</a>,,,40000,31800
日産,セレナe-POWER,HFC27,H30/3～,HR12DE+モーター,2WD/e-POWER ハイウェイスター/e-POWER ハイウェイスターV,Fr：35～40mm<br>Rr：32～37mm,17600,,223826,ESN-4521-qq-e-f1-3806,ESN-4521-qq-e-d-3806,4536190145215,ESN-4521,ESPELIR,Super DOWNSUS,1台分,35～40/32～37,Fr：35～40mm<br>Rr：32～37mm,3.3/6.16,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219715>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220728>BR-2474R</a>,,,40000,31800
日産,セレナニスモ,GFC27,H29/11～,MR20DD+モーター,2WD 2.0L/NISMO,Fr：20～25mm<br>Rr：18～23mm,19360,,224764,ESN-4741-qq-e-f1-4677,ESN-4741-qq-e-d-4677,4536190147417,ESN-4741,ESPELIR,Super DOWNSUS,1台分,20～25/18～23,Fr：20～25mm<br>Rr：18～23mm,3.3/6.16,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217795>BR-4741F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219837>BR-4741R</a>,,,44000,33500
日産,セレナハイブリッド,HC26,H24/8～H25/11,MR20DD,2WD 2.0L 前期/20X S-HYBRID,Fr：35～40mm<br>Rr：35～40mm,16720,,221649,ESN-698-qq-e-f1-1172,ESN-698-qq-e-d-1172,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214570>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219593>BR-698R</a>,,,38000,31000
日産,セレナハイブリッド,HC26/HFC26,H25/12～H28/7,MR20DD,2WD 後期/S-HYBRID/ハイウェイスター S-HYBRID<br>平成25年12月以降生産車,,16720,,226410,ESN-1487-qq-e-f1-1177,ESN-1487-qq-e-d-1177,4536190114877,ESN-1487,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215838>BR-1487F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218902>BR-1487R</a>,,,38000,31000
日産,セレナハイブリッド,HFC26,H24/8～H25/11,MR20DD,2WD 2.0L 前期/ハイウェイスター S-HYBRID,Fr：35～40mm<br>Rr：35～40mm,16720,,225402,ESN-698-qq-e-f1-1173,ESN-698-qq-e-d-1173,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217548>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216579>BR-698R</a>,,,38000,31000
日産,セレナライダー,C25,H17/5～19/11,MR20DE,2WD 2.0L ライダーS,,16720,,226167,ESN-698-qq-e-f1-1183,ESN-698-qq-e-d-1183,4536190106988,ESN-698,ESPELIR,Super DOWNSUS,1台分,20～25/25～30,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220578>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214574>BR-698R</a>,,,38000,31000
日産,セレナライダー,C25,H17/5～19/11,MR20DE,2WD 2.0L ライダー前期,Fr：35～40mm<br>Rr：35～40mm,16720,,224120,ESN-1158-qq-e-f1-1182,ESN-1158-qq-e-d-1182,4536190111586,ESN-1158,ESPELIR,Super DOWNSUS,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215550>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218593>BR-698R</a>,,,38000,31000
日産,セレナライダー,C25,H19/11～22/10,MR20DE,2WD 2.0L ライダー後期,,16720,,225637,ESN-1158-qq-e-f1-1181,ESN-1158-qq-e-d-1181,4536190111586,ESN-1158,ESPELIR,Super DOWNSUS,1台分,20～25/25～30,,2.9/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213519>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218594>BR-698R</a>,,,38000,31000
