マツダ,フレアクロスオーバー,MS31S,H26/1～,R06A,2WD CVT ターボ/NA全車,,11880,,226041,ESM-1531-qq-e-f1-3106,ESM-1531-qq-e-d-3106,4536190115317,ESM-1531,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213130>BR-1531F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213129>BR-1530R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
マツダ,フレアクロスオーバー,MS41S,H27/5～,R06A,2WD NA S-エネチャージ車/XG/XS,,11880,,227274,ESM-2028-qq-e-f1-3107,ESM-2028-qq-e-d-3107,4536190120281,ESM-2028,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220183>BR-1531F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215113>BR-1530R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
マツダ,フレアハイブリッド,MJ55S,H29/3～,R06A,2WD NA/HYBRID XG,Fr：47～52mm<br>Rr：45～50mm,11440,,223803,ESM-3054-qq-e-f1-5304,ESM-3054-qq-e-d-5304,4536190130549,ESM-3054,ESPELIR,Super DOWNSUS Type2,1台分,47～52/45～50,Fr：47～52mm<br>Rr：45～50mm,2.35/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214195>BR-3052F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアハイブリッド,MJ55S,H29/3～,R06A,2WD NA/HYBRID XS,,11440,,226828,ESM-3059-qq-e-f1-5309,ESM-3059-qq-e-d-5309,4536190130594,ESM-3059,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,1.95/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218099>BR-3052F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアハイブリッド,MJ55S,H29/3～,R06A,4WD NA/HYBRID XG,,11880,,227275,ESM-3056-qq-e-f1-5306,ESM-3056-qq-e-d-5306,4536190130563,ESM-3056,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,,2/1.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216209>BR-3052F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
マツダ,フレアハイブリッド,MJ55S,H29/3～,R06A,4WD NA/HYBRID XS,Fr：35～40mm<br>Rr：35～40mm,11880,,222298,ESM-3061-qq-e-f1-5311,ESM-3061-qq-e-d-5311,4536190130617,ESM-3061,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.5/1.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219157>BR-3052F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
マツダ,フレアワゴン,MM21S,H24/6～H25/4,K6A,2WD NA/LS/XS,Fr：46～51mm<br>Rr：46～51mm,11440,,223789,ESM-1978-qq-e-f1-3108,ESM-1978-qq-e-d-3108,4536190119780,ESM-1978,ESPELIR,Super DOWNSUS Type2,1台分,46～51/46～51,Fr：46～51mm<br>Rr：46～51mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219457>BR-988F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216095>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴン,MM21S,H24/6～H25/4,K6A,2WD ターボ/TS,Fr：46～51mm<br>Rr：46～51mm,11440,,223790,ESM-1979-qq-e-f1-3109,ESM-1979-qq-e-d-3109,4536190119797,ESM-1979,ESPELIR,Super DOWNSUS Type2,1台分,46～51/46～51,Fr：46～51mm<br>Rr：46～51mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213609>BR-988F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216096>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴン,MM21S,H24/6～H25/4,K6A,4WD NA/LS/XS,Fr：50～55mm<br>Rr：45～50mm,12760,,223791,ESM-1984-qq-e-f1-3110,ESM-1984-qq-e-d-3110,4536190119841,ESM-1984,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,Fr：50～55mm<br>Rr：45～50mm,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214407>BR-988F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213092>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
マツダ,フレアワゴン,MM21S,H24/6～H25/4,K6A,4WD ターボ/TS,,12760,,227576,ESM-1985-qq-e-f1-3111,ESM-1985-qq-e-d-3111,4536190119858,ESM-1985,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217408>BR-988F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219055>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
マツダ,フレアワゴン,MM32S,H25/4～,R06A,2WD NA/XG/XS,Fr：50～55mm<br>Rr：60～65mm,11440,,223805,ESM-990-qq-e-f1-3112,ESM-990-qq-e-d-3112,4536190109903,ESM-990,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215041>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218661>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴン,MM42S,H27/5～H29/11,R06A,2WD NA/S-エネチャージ車/XG/XS,,11440,,226498,ESM-1906-qq-e-f1-3113,ESM-1906-qq-e-d-3113,4536190119063,ESM-1906,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215387>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220642>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴンカスタムスタイル,MM32S,H25/7～,R06A,2WD NA/ターボ/XS/XT,Fr：50～55mm<br>Rr：60～65mm,11440,,224984,ESM-1440-qq-e-f1-3114,ESM-1440-qq-e-d-3114,4536190114402,ESM-1440,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213349>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215623>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/5～H29/11,R06A,2WD NA/S-エネチャージ車/XG/XS,Fr：50～55mm<br>Rr：60～65mm,11440,,224986,ESM-1909-qq-e-f1-3115,ESM-1909-qq-e-d-3115,4536190119094,ESM-1909,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213350>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213753>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/5～H29/11,R06A,2WD ターボ/S-エネチャージ車/XG/XS,Fr：50～55mm<br>Rr：60～65mm,11440,,224987,ESM-1912-qq-e-f1-3116,ESM-1912-qq-e-d-3116,4536190119124,ESM-1912,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216403>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217619>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
マツダ,プレマシー,CR3W,H17/2～H22/7,L3-VE,2WD 2.3L/23S,Fr：35～40mm<br>Rr：30～35mm,16280,,225223,ESM-2626-qq-e-f1-6000,ESM-2626-qq-e-d-6000,4536190126269,ESM-2626,ESPELIR,Super DOWNSUS Type2,1台分,35～40/30～35,Fr：35～40mm<br>Rr：30～35mm,3/4.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,37000,30600
マツダ,プレマシー,CREW,H17/2～H22/7,LF-DE,2WD 2.0L/20S/20F/20C,Fr：35～40mm<br>Rr：30～35mm,16280,,223796,ESM-2625-qq-e-f1-5999,ESM-2625-qq-e-d-5999,4536190126252,ESM-2625,ESPELIR,Super DOWNSUS Type2,1台分,35～40/30～35,Fr：35～40mm<br>Rr：30～35mm,3/4.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,37000,30600
マツダ,プレマシー,CWEFW,H22/7～,LF-VDS,2WD 2.0L i-STOPエンジン搭載車/20E/20S,,16280,,227503,ESM-2627-qq-e-f1-4952,ESM-2627-qq-e-d-4952,4536190126276,ESM-2627,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,,3/4.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217001>BR-904F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213974>BR-904R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,最低地上高が確保できないため保安基準に抵触します,37000,30600
マツダ,プレマシー,CWFFW,H25/1～,PE-VPS,2WD/20C スカイアクティブ/20S スカイアクティブ,,16280,,225975,ESM-2631-qq-e-f1-4953,ESM-2631-qq-e-d-4953,4536190126313,ESM-2631,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,,3/4.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217973>BR-904F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215012>BR-904R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,最低地上高が確保できないため保安基準に抵触します,37000,30600
マツダ,ロードスターRF,NDERC,H28/12～,PE-VPR[RS],2WD 2.0L A/T車/S/VS,Fr：50～55mm<br>Rr：50～55mm,14080,,225227,ESM-3026-qq-e-f1-4139,ESM-3026-qq-e-d-4139,4536190130266,ESM-3026,ESPELIR,Super DOWNSUS Type2,1台分,50～55/50～55,Fr：50～55mm<br>Rr：50～55mm,2.9/1.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218756>BR-3023F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216764>BR-3023R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
三菱,ekスペース/ekスペースカスタム,B11A,H26/2～H28/11,3B20,2WD NA 前期/E,Fr：52～57mm<br>Rr：60～65mm,13200,,225363,ESB-3132-qq-e-f1-3463,ESB-3132-qq-e-d-3463,4536190131324,ESB-3132,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217418>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219471>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H26/2～H28/11,3B20,2WD NA 前期/G,,13200,,227371,ESB-3133-qq-e-f1-3464,ESB-3133-qq-e-d-3464,4536190131331,ESB-3133,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214417>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213633>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H26/2～H28/11,3B20,4WD NA 前期 E/G,,13200,,227372,ESB-3134-qq-e-f1-3465,ESB-3134-qq-e-d-3465,4536190131348,ESB-3134,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214418>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218472>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H28/12～,3B20,2WD NA 後期/M/G,Fr：52～57mm<br>Rr：60～65mm,13200,,225104,ESB-3149-qq-e-f1-4254,ESB-3149-qq-e-d-4254,4536190131492,ESB-3149,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219781>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216776>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H28/12～,3B20,2WD ターボ 後期/T,,13200,,226591,ESB-3150-qq-e-f1-4255,ESB-3150-qq-e-d-4255,4536190131508,ESB-3150,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216769>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214751>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H28/12～,3B20,4WD NA 後期/M/G,Fr：52～57mm<br>Rr：60～65mm,13200,,222071,ESB-3151-qq-e-f1-4256,ESB-3151-qq-e-d-4256,4536190131515,ESB-3151,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220774>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218772>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペース/ekスペースカスタム,B11A,H28/12～,3B20,4WD ターボ 後期/T,Fr：52～57mm<br>Rr：60～65mm,13200,,224327,ESB-3152-qq-e-f1-4257,ESB-3152-qq-e-d-4257,4536190131522,ESB-3152,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218767>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219785>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H26/2～28/11,3B20,4WD ターボ 前期/ekスペースカスタムT,,13200,,226590,ESB-3138-qq-e-f1-3469,ESB-3138-qq-e-d-3469,4536190131386,ESB-3138,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218466>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214671>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H26/2～H28/11,3B20,2WD NA 前期/ekスペースカスタムG,,13200,,225848,ESB-3135-qq-e-f1-3466,ESB-3135-qq-e-d-3466,4536190131355,ESB-3135,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217419>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215409>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H26/2～H28/11,3B20,2WD ターボ 前期/ekスペースカスタムT,Fr：52～57mm<br>Rr：60～65mm,13200,,223572,ESB-3136-qq-e-f1-3467,ESB-3136-qq-e-d-3467,4536190131362,ESB-3136,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220465>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219472>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H26/2～H28/11,3B20,4WD NA 前期/ekスペースカスタムG,Fr：52～57mm<br>Rr：60～65mm,13200,,223573,ESB-3137-qq-e-f1-3468,ESB-3137-qq-e-d-3468,4536190131379,ESB-3137,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217420>BR-1568F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217658>BR-1568R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H28/12～,3B20,2WD NA 後期/ekスペースカスタムG,,13200,,226592,ESB-3153-qq-e-f1-4258,ESB-3153-qq-e-d-4258,4536190131539,ESB-3153,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214746>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220777>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H28/12～,3B20,2WD ターボ 後期/ekスペースカスタムT,Fr：52～57mm<br>Rr：60～65mm,13200,,222072,ESB-3154-qq-e-f1-4259,ESB-3154-qq-e-d-4259,4536190131546,ESB-3154,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217742>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220778>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H28/12～,3B20,4WD NA 後期/ekスペースカスタムG,Fr：52～57mm<br>Rr：60～65mm,13200,,225105,ESB-3155-qq-e-f1-4260,ESB-3155-qq-e-d-4260,4536190131553,ESB-3155,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,Fr：52～57mm<br>Rr：60～65mm,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214747>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220779>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,ekスペースカスタム,B11A,H28/12～,3B20,4WD ターボ 後期/ekスペースカスタムT,,13200,,225849,ESB-3156-qq-e-f1-4261,ESB-3156-qq-e-d-4261,4536190131560,ESB-3156,ESPELIR,Super DOWNSUS Type2,1台分,52～57/60～65,,2.9/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215727>BR-3113F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217745>BR-3113R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,30000,27600
三菱,RVR,GA3W,H22/2～H23/9,4B10,4WD 1.8E/1.8M,,18040,,227444,ESB-3646-qq-e-f1-4341,ESB-3646-qq-e-d-4341,4536190136466,ESB-3646,ESPELIR,Super DOWNSUS Type2,1台分,45～50/40～45,,3.8/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216233>BR-3644F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216235>BR-3644R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,41000,32300
三菱,RVR,GA4W,H23/10～H29/1,4J10,4WD 1.8M/1.8G,,18040,,225926,ESB-3649-qq-e-f1-4344,ESB-3649-qq-e-d-4344,4536190136497,ESB-3649,ESPELIR,Super DOWNSUS Type2,1台分,45～50/40～45,,3.8/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213224>BR-3644F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218232>BR-3644R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,41000,32300
三菱,RVR,GA4W,H29/2～,4J10,4WD 1.8M/1.8G,Fr：45～50mm<br>Rr：40～45mm,18040,,223667,ESB-3652-qq-e-f1-4347,ESB-3652-qq-e-d-4347,4536190136527,ESB-3652,ESPELIR,Super DOWNSUS Type2,1台分,45～50/40～45,Fr：45～50mm<br>Rr：40～45mm,3.8/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216234>BR-3644F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214218>BR-3644R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,41000,32300
