自動車メーカー,車種,型式,年式,適合詳細,タイプ,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F/R),減衰力(F/R),スプリング kgf/mm(F/R),仕様,備考,注意事項,定価,送料,SET価格,C_SET価格
マツダ,キャロル,HB24S,04/09～09/04,4WD車取付不可,,91726,82861,242709,FK-MINI-qq-e-h-98k,FK-MINI-qq-e-d-h-98k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/3.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,スクラム,DG17V/DG17W,,2WD/4WD<br>バン/ワゴン,,91726,82861,243257,FK-MINI-qq-e-h-97k,FK-MINI-qq-e-d-h-97k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,スクラム,DG52V/DG52W,,2WD/4WD<br>バン/ワゴン,,91726,82861,243060,FK-MINI-qq-e-h-94k,FK-MINI-qq-e-d-h-94k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,スクラム,DG62V/DG62W,,2WD/4WD<br>バン/ワゴン,,91726,82861,242874,FK-MINI-qq-e-h-95k,FK-MINI-qq-e-d-h-95k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,スクラム,DG64V/DG64W,,2WD/4WD<br>バン/ワゴン,,91726,82861,242875,FK-MINI-qq-e-h-96k,FK-MINI-qq-e-d-h-96k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,1型～3型(H17年8月～H20年3月迄)の車輌は、車高の高さによりスタビリンクがロアアームに干渉する恐れあり<br>その場合には純正スタビライザー(品番:42311-68H50)の交換をお薦め,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,フレア,MJ34S/MJ44S,,4WD車取付不可,,91726,82861,243255,FK-MINI-qq-e-h-90k,FK-MINI-qq-e-d-h-90k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,6/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,フレア,MM21S,,4WD車取付不可,,91726,82861,242708,FK-MINI-qq-e-h-91k,FK-MINI-qq-e-d-h-91k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/3.5(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,フレアワゴン,MM32S,,4WD車取付不可,,91726,82861,243256,FK-MINI-qq-e-h-92k,FK-MINI-qq-e-d-h-92k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,5/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用<br>車高の高さによっては、スタビライザーがロアアームに干渉及び、スタビリンクが装着出来ない恐れあり<br>その際には干渉しない高さまで車高を下げて頂くか、別売の調整式スタビリンクに交換必要,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
マツダ,フレアワゴンクロスオーバー,MS31S/MS41S,,4WD車取付不可,,91726,82861,242873,FK-MINI-qq-e-h-93k,FK-MINI-qq-e-d-h-93k,FINAL KONNEXION,STEALTH Mini,マウントレス/別体式,倒立式/倒立式,5/2.8(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,マウントレスキットは一部純正部品を使用<br>車高の高さによっては、スタビライザーがロアアームに干渉及び、スタビリンクが装着出来ない恐れあり<br>その際には干渉しない高さまで車高を下げて頂くか、別売の調整式スタビリンクに交換必要,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
三菱,ekカスタム,B11W,,2WD,,91726,82861,243296,FK-MINI-qq-e-h-99k,FK-MINI-qq-e-d-h-99k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/正立式,5/2.4(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
三菱,ekスペース,B11A,,2WD,,91726,82861,242689,FK-MINI-qq-e-h-100k,FK-MINI-qq-e-d-h-100k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/正立式,5/2.4(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
三菱,タウンボックス,DS17W,,4WD車取付不可,,91726,82861,243040,FK-MINI-qq-e-h-101k,FK-MINI-qq-e-d-h-101k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
三菱,ミニキャブ,DS17V,,4WD車取付不可,,91726,82861,243225,FK-MINI-qq-e-h-102k,FK-MINI-qq-e-d-h-102k,FINAL KONNEXION,STEALTH Mini,ピロ調整/別体式,倒立式/倒立式,6/4.3(特別形状),全長調整式<br>単筒式<br>減衰力25段調整機能付<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,他社製ラテラルロッドを使用している場合、取付が出来ない場合がございます<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,98000,2000,105200,96200
