自動車メーカー,車種,型式,年式,適合詳細,タイプ,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F/R),減衰力(F/R),スプリング kgf/mm(F/R),仕様,備考,注意事項,定価,送料,SET価格,C_SET価格,,規格1,パターン数,管理用コード,管理用コード
トヨタ,マークII/チェイサー/クレスタ,JZX90,,4WD取付不可,,75594,71162,243208,FK-LIMITED-qq-e-h-26,FK-LIMITED-qq-e-d-h-26,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マークX,GRX120,,4WD取付不可,,75594,71162,243026,FK-LIMITED-qq-e-h-30,FK-LIMITED-qq-e-d-h-30,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マークX,GRX125,,4WD,,78253,73821,243027,FK-LIMITED-qq-e-h-31,FK-LIMITED-qq-e-d-h-31,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100,,,,,
トヨタ,マークX,GRX130,,4WD取付不可,,75594,71162,243028,FK-LIMITED-qq-e-h-32,FK-LIMITED-qq-e-d-h-32,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マークX,GRX135,,4WD,,78253,73821,242836,FK-LIMITED-qq-e-h-33,FK-LIMITED-qq-e-d-h-33,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100,,,,,
トヨタ,マジェスタ,JZS14,,4WD取付不可,,75594,71162,243024,FK-LIMITED-qq-e-h-20,FK-LIMITED-qq-e-d-h-20,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,16/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,エアサス車は車検非対応(構造変更書類はお出ししていません),ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マジェスタ,JZS15/UZS15,,4WD取付不可,,75594,71162,242673,FK-LIMITED-qq-e-h-21,FK-LIMITED-qq-e-d-h-21,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,16/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,エアサス車は車検非対応(構造変更書類はお出ししていません),ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マジェスタ,JZS17/UZS17,,4WD取付不可,,75594,71162,243205,FK-LIMITED-qq-e-h-22,FK-LIMITED-qq-e-d-h-22,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,14/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,エアサス車は車検非対応(構造変更書類はお出ししていません),ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,マジェスタ,UZS18,,4WD取付不可,,75594,71162,243206,FK-LIMITED-qq-e-h-23,FK-LIMITED-qq-e-d-h-23,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,14/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,エアサス車は車検非対応(構造変更書類はお出ししていません),ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
トヨタ,ルーミー/タンク,M900A,,4WD取付不可,,78253,73821,243039,FK-LIMITED-qq-e-h-8k,FK-LIMITED-qq-e-d-h-8k,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,6/3.5,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100,,,,,
日産,180SX,RPS13,,4WD取付不可,,80025,75594,243036,FK-LIMITED-qq-e-h-65,FK-LIMITED-qq-e-d-h-65,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
日産,シルビア,S13,,4WD取付不可,,80025,75594,242843,FK-LIMITED-qq-e-h-62,FK-LIMITED-qq-e-d-h-62,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
日産,シルビア,S14,,4WD取付不可,,80025,75594,243035,FK-LIMITED-qq-e-h-63,FK-LIMITED-qq-e-d-h-63,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
日産,シルビア,S15,,4WD取付不可,,80025,75594,242844,FK-LIMITED-qq-e-h-64,FK-LIMITED-qq-e-d-h-64,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
日産,スカイライン,BCNR33,,4WD取付不可,,75594,71162,242540,FK-LIMITED-qq-e-h-58m/FK-LIMITED-qq-e-h-58k,FK-LIMITED-qq-e-d-h-58m/FK-LIMITED-qq-e-d-h-58k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-58,FK-LIMITED-qq-e-d-h-58
日産,スカイライン,BNR32,,4WD取付不可,,75594,71162,242841,FK-LIMITED-qq-e-h-56,FK-LIMITED-qq-e-d-h-56,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット形状を確認して下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
日産,スカイライン,BNR34,,4WD取付不可,,75594,71162,242492,FK-LIMITED-qq-e-h-60m/FK-LIMITED-qq-e-h-60k,FK-LIMITED-qq-e-d-h-60m/FK-LIMITED-qq-e-d-h-60k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-60,FK-LIMITED-qq-e-d-h-60
日産,スカイライン,ECR33,,4WD取付不可,,75594,71162,242519,FK-LIMITED-qq-e-h-57m/FK-LIMITED-qq-e-h-57k,FK-LIMITED-qq-e-d-h-57m/FK-LIMITED-qq-e-d-h-57k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-57,FK-LIMITED-qq-e-d-h-57
日産,スカイライン,HCR32,,4WD取付不可,,75594,71162,242680,FK-LIMITED-qq-e-h-55,FK-LIMITED-qq-e-d-h-55,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット形状を確認して下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
日産,スカイライン,R34,,4WD取付不可,,75594,71162,242520,FK-LIMITED-qq-e-h-59m/FK-LIMITED-qq-e-h-59k,FK-LIMITED-qq-e-d-h-59m/FK-LIMITED-qq-e-d-h-59k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-59,FK-LIMITED-qq-e-d-h-59
日産,スカイライン,V35,,2DR/4DR<br>4WD取付不可,,80025,75594,243034,FK-LIMITED-qq-e-h-61,FK-LIMITED-qq-e-d-h-61,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,12/9(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット形状を確認して下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
日産,ステージア,WGC34,,2WD,,80025,75594,242523,FK-LIMITED-qq-e-h-70m/FK-LIMITED-qq-e-h-70k,FK-LIMITED-qq-e-d-h-70m/FK-LIMITED-qq-e-d-h-70k,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,リアブラケット,2,FK-LIMITED-qq-e-h-70,FK-LIMITED-qq-e-d-h-70
日産,ステージア,WGNC34,,4WD,,75594,71162,242493,FK-LIMITED-qq-e-h-71m/FK-LIMITED-qq-e-h-71k,FK-LIMITED-qq-e-d-h-71m/FK-LIMITED-qq-e-d-h-71k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-71,FK-LIMITED-qq-e-d-h-71
