自動車メーカー,車種,型式,エンジン型式,年式,適合詳細,ダウン量,バネレート【F/R】,備考,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,注意事項,定価,送料,SET価格
トヨタ,クラウン,JZS151/JZS155,1JZ-GE/2JZ-GE,95/8～99/9,2.5L/3.0L,Fr：40～45mm<br>Rr：40～45mm,6.4/3.9,,27918,,260783,BT112A-qq-e-152,BT112A-qq-e-d-152,BT112A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,クラウン,JZS171/JZS175,1JZ-GTE/2JZ-GE,99/9～03/11,2.5Lアスリート/3.0L.ロイヤル,Fr：30～40mm<br>Rr：30～40mm,7.1/5.3,バンプラバーカット,27918,,260788,BT120A-qq-e-153,BT120A-qq-e-d-153,BT120A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,クラウンエステート,JZS171W,1JZ-GTE,00/3～07/5,2WD 2.5L アスリートV,Fr：25～35mm<br>Rr：25～35mm,7.1/6.2,,29297,,260713,BT057A-qq-e-160,BT057A-qq-e-d-160,BT057A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29500,1000,43100
トヨタ,クラウンエステート,JZS175W,2JZ-FE,00/3～07/5,2WD 3.0L アスリートV,Fr：25～35mm<br>Rr：25～35mm,7.1/6.2,,29297,,260712,BT057A-qq-e-159,BT057A-qq-e-d-159,BT057A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29500,1000,43100
トヨタ,クラウンワゴン,GS130G/GS130W/JZS130G,1G-GZ/1JZ-GE,87/8～99/12,2WD 2.0L/2.4L,Fr：40～45mm<br>Rr：40～45mm,6.1/4.1,,29297,,260943,BT090A-qq-e-161,BT090A-qq-e-d-161,BT090A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29500,1000,53100
トヨタ,グランドハイエース,VCH10W,5VZ-FE,99/8～02/5,2WD 3.4Lガソリン,Fr：-<br>Rr：50～60mm,-/10.5,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260674,BT032RA-qq-e-162,BT032RA-qq-e-d-162,BT032RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,グランドハイエース,VCH16W,5VE-FE,99/8～02/5,4WD 3.4L,Fr：-<br>Rr：50～60mm,-/10.5,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260726,BT064RA-qq-e-163,BT064RA-qq-e-d-163,BT064RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,グランビア,KCH16W,1KZ-TE,95/8～99/8,4WD 3.0Lディーゼル,Fr：-<br>Rr：50～60mm,-/8.8,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,21940,,260664,BT016RA-qq-e-164,BT016RA-qq-e-d-164,BT016RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,21500,1000,35500
トヨタ,グランビア,RCH11W/KCH10W/VCH10W,3RZ-FE/1KZ-FE/5VZ-FE,99/8～02/5,2WDディーゼル,Fr：-<br>Rr：40～50mm,-/11.0,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260678,BT032RB-qq-e-167,BT032RB-qq-e-d-167,BT032RB,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,グランビア,VCH10W,5VE-FE,99/8～02/5,2WD 3.4L,Fr：-<br>Rr：55～65mm,-/10.5,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260675,BT032RA-qq-e-166,BT032RA-qq-e-d-166,BT032RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,グランビア,VCH16W,5VE-FE,99/8～02/5,2WD 3.4L,Fr：-<br>Rr：50～60mm,-/10.5,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260727,BT064RA-qq-e-168,BT064RA-qq-e-d-168,BT064RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,グランビア,VCH16W,5VZ-FE,95/8～99/8,4WD 3.4L,Fr：-<br>Rr：40～50mm,-/8.8,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,21940,,260666,BT016RB-qq-e-165,BT016RB-qq-e-d-165,BT016RB,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,21500,1000,35500
トヨタ,クルーガー,ACU25W,2AZ-FE,00/11～07/5,4WD 2.4L,Fr：40～45mm<br>Rr：40～45mm,3.7/3.6,,27918,,260718,BT061A-qq-e-169,BT061A-qq-e-d-169,BT061A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,クルーガー,MCU25W,1MZ-FE,00/11～07/5,4WD 3.0L,Fr：40～45mm<br>Rr：40～45mm,3.7/4.2,,27918,,260758,BT084A-qq-e-170,BT084A-qq-e-d-170,BT084A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,サクシード/サクシードバン,NCP58G/NCP5#V,1NZ-FE,02/7～14/7,2WD 1.5L,Fr：35～40mm<br>Rr：35～40mm,3.2/3.5,,27918,,260767,BT094A-qq-e-173,BT094A-qq-e-d-173,BT094A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,シエンタ,NCP81G,1NZ-FE,03/9～10/11,2WD 1.5L 前後期共通,Fr：30～35mm<br>Rr：30～35mm,3.4/3.3,バンプラバーカット,24239,,260692,BT044A-qq-e-174,BT044A-qq-e-d-174,BT044A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,24000,1000,37800
トヨタ,シエンタ,NCP81G,1NZ-FE,11/6～,2WD 1.5L,Fr：25～30mm<br>Rr：25～30mm,3.4/3.3,,24239,,260868,BT080A-qq-e-27k,BT080A-qq-e-d-27k,BT080A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,24000,1000,37800
トヨタ,シエンタ,NCP85G,1NZ-FE,03/10～,4WD 1.5L,Fr：40～45mm<br>Rr：40～45mm,3.4/7.1,,24699,,260717,BT060A-qq-e-175,BT060A-qq-e-d-175,BT060A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,24500,1000,38300
トヨタ,シエンタ,NSP170G,2NR-FKE,15/7～,2WD ガソリン用,Fr：30～35mm<br>Rr：30～35mm,2.9/4.4,,26078,,260870,BT152A-qq-e-29k,BT152A-qq-e-d-29k,BT152A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26000,1000,39700
トヨタ,シエンタダイス,NCP81G,1NZ-FE,11/6～,2WD 1.5L,Fr：30～35mm<br>Rr：30～35mm,3.4/3.3,,24239,,260753,BT080A-qq-e-176,BT080A-qq-e-d-176,BT080A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,24000,1000,37800
トヨタ,シエンタハイブリッド,NHP170G,1NZ-FXE,15/7～,2WD,Fr：25～30mm<br>Rr：25～30mm,2.9/4.4,,25619,,260869,BT151A-qq-e-28k,BT151A-qq-e-d-28k,BT151A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,25500,1000,39300
トヨタ,セリカ,ZZT230,1ZZ-FE,99/9～06/4,2WD 1.8L ノーマルストラット車専用品,Fr：35～40mm<br>Rr：35～40mm,3.0/3.7,,22400,,260816,BT146A-qq-e-177,BT146A-qq-e-d-177,BT146A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,セルシオ,UCF30,3UZ-FE,00/9～06/5,ユーロVer共通 コイルスプリング,Fr：20～30mm<br>Rr：20～30mm,5.3/3.0,,27918,,260785,BT119A-qq-e-178,BT119A-qq-e-d-178,BT119A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,28000,1000,41600
トヨタ,ソアラ,UZZ40,3UZ-FE,01/4～05/6,2WD 4.3L レクサス SC430は適合不可,Fr：30～35mm<br>Rr：30～35mm,8.6/6.1,,29297,,260818,BT149A-qq-e-179,BT149A-qq-e-d-179,BT149A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29500,1000,43100
トヨタ,ツーリングハイエース,RCH41W,3RZ-FE,99/8～02/5,2WD 2.7L,Fr：-<br>Rr：55～65mm,-/10.5,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,22400,,260676,BT032RA-qq-e-180,BT032RA-qq-e-d-180,BT032RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
トヨタ,ハイエース,100系,1KZ-FE,93/8～04/8,2WD,Fr：-<br>Rr：50～55mm,-/6.3,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,21480,,260953,BT017RA-qq-e-181,出さない,BT017RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,21000,1000,出さない
トヨタ,ハイエース,100系,1KZ-FE,93/8～04/8,4WD,Fr：-<br>Rr：40～45mm,-/4.9,フロントはノーマルのトーションバーボルトにて車高を調整して下さい,21480,,260954,BT018RA-qq-e-182,出さない,BT018RA,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,21000,1000,出さない
トヨタ,ハイエース,200系,1KD-FTV/2TR-FE/1TR-FE,04/8～,2WD/4WD 2.0L～3.0L(コミューターは除く),Fr：-<br>Rr：40～50mm,-/17.5,リアリーフの為、構造変更が必要<br>フロントはノーマルのトーションバーボルトにて車高を調整して下さい,75427,,260955,BT056A-qq-e-183,出さない,BT056A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,78500,1500,出さない
