自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,タイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,SET価格
日産,デイズルークス,B21A,14/02～,3B20,ターボ,Release,26256,,260019,70697-qq-e-72k,70697-qq-e-d-72k,4.95909E+12,70697,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,ローレル,HC33/HCC33,89/01～93/01,RB20DET,,Release,26256,,260020,70625-qq-e-73k,70625-qq-e-d-73k,4.95909E+12,70625,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,N-BOX,JF1/JF2,11/12～17/09,S07A,ターボ,Release,23929,,260112,70699-qq-e-165k,70699-qq-e-d-165k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-BOX,JF3/JF4,17/09～,S07B,ターボ,Release,26256,,260113,70685-qq-e-166k,70685-qq-e-d-166k,4.95909E+12,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,N-BOX,JF3/JF4,17/09～,S07B,ターボ,Return,30727,,260114,70785-qq-e-167k,70785-qq-e-d-167k,4.95909E+12,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
ホンダ,N-BOX+,JF1/JF2,12/07～,S07A,ターボ,Release,23929,,260115,70699-qq-e-168k,70699-qq-e-d-168k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-BOX+カスタム,JF1/JF2,11/12～,S07A,ターボ,Release,23929,,260116,70699-qq-e-169k,70699-qq-e-d-169k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-BOXカスタム,JF1/JF2,11/12～17/09,S07A,ターボ,Release,23929,,260117,70699-qq-e-170k,70699-qq-e-d-170k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-BOXカスタム,JF3/JF4,17/09～,S07B,ターボ,Release,26256,,260118,70685-qq-e-171k,70685-qq-e-d-171k,4.95909E+12,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,N-BOXカスタム,JF3/JF4,17/09～,S07B,ターボ,Return,30727,,260119,70785-qq-e-172k,70785-qq-e-d-172k,4.95909E+12,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
ホンダ,N-BOXスラッシュ,JF1/JF2,14/12～,S07A,ターボ,Release,23929,,260120,70699-qq-e-173k,70699-qq-e-d-173k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-ONE,JG1/JG2,12/11～,S07A,ターボ,Release,23929,,260121,70699-qq-e-174k,70699-qq-e-d-174k,4.95909E+12,70699,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,N-WGN,JH3/JH4,19/08～,S07B,ターボ,Release,26256,,260122,70685-qq-e-175k,70685-qq-e-d-175k,4.95909E+12,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,N-WGN,JH3/JH4,19/08～,S07B,ターボ,Return,30727,,260123,70785-qq-e-176k,70785-qq-e-d-176k,4.95909E+12,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
ホンダ,N-WGNカスタム,JH3/JH4,19/08～,S07B,ターボ,Release,26256,,260124,70685-qq-e-177k,70685-qq-e-d-177k,4.95909E+12,70685,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,N-WGNカスタム,JH3/JH4,19/08～,S07B,ターボ,Return,30727,,260125,70785-qq-e-178k,70785-qq-e-d-178k,4.95909E+12,70785,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
ホンダ,S660,JW5,15/04～,S07A,ターボ,Release,23929,,260126,70695-qq-e-179k,70695-qq-e-d-179k,4.95909E+12,70695,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ホンダ,S660,JW5,15/04～,S07A,ターボ,Return,23929,,260127,70795-qq-e-180k,70795-qq-e-d-180k,4.95909E+12,70795,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,29800,27400
ホンダ,ゼストスポーツ,JE1/JE2,06/03～08/12,P07A,ターボ,Release,26256,,260128,70653-qq-e-181k,70653-qq-e-d-181k,4.95909E+12,70653,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ホンダ,ライフ,JB7/JB8,03/10～08/11,P07A,ターボ,Release,26256,,260129,70653-qq-e-182k,70653-qq-e-d-182k,4.95909E+12,70653,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,RX-7,FC3S,89/04～91/12,13B,MC後専用,Release,23929,,260021,70690-qq-e-74k,70690-qq-e-d-74k,4.95909E+12,70690,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
マツダ,RX-7,FD3S,91/12～,13B-REW,,Release,26256,,260022,70691-qq-e-75k,70691-qq-e-d-75k,4.95909E+12,70691,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,スクラムバン,DG17V,15/03～,R06A,ターボ,Release,26256,,260023,70696-qq-e-76k,70696-qq-e-d-76k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,スクラムバン,DG17V,15/03～,R06A,ターボ,Return,30727,,260024,70796-qq-e-77k,70796-qq-e-d-77k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
マツダ,スクラムワゴン,DG17W,15/03～,R06A,ターボ,Release,26256,,260025,70696-qq-e-78k,70696-qq-e-d-78k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,スクラムワゴン,DG17W,15/03～,R06A,ターボ,Return,30727,,260026,70796-qq-e-79k,70796-qq-e-d-79k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
マツダ,フレアワゴンカスタムスタイル,MM53S,18/02～,R06A,ターボ,Release,26256,,260027,70679-qq-e-80k,70679-qq-e-d-80k,4.95909E+12,70679,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,フレアワゴンカスタムスタイル,MM53S,18/02～,R06A,ターボ,Return,30727,,260028,70779-qq-e-81k,70779-qq-e-d-81k,4.95909E+12,70779,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
マツダ,フレアワゴンタフスタイル,MM53S,18/12～,R06A,ターボ,Release,26256,,260029,70677-qq-e-82k,70677-qq-e-d-82k,4.95909E+12,70677,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
マツダ,フレアワゴンタフスタイル,MM53S,18/12～,R06A,ターボ,Return,30727,,260030,70777-qq-e-83k,70777-qq-e-d-83k,4.95909E+12,70777,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
三菱,eKカスタム,B11W,13/06～,3B20,ターボ,Release,26256,,260031,70697-qq-e-84k,70697-qq-e-d-84k,4.95909E+12,70697,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,eKスペースカスタム,B11A,14/02～,3B20,ターボ,Release,26256,,260036,70697-qq-e-89k,70697-qq-e-d-89k,4.95909E+12,70697,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,eKスポーツ,H81W,02/09～06/09,3G83,eKアクティブ未確認,Release,26256,,260032,70674-qq-e-85k,70674-qq-e-d-85k,4.95909E+12,70674,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,eKスポーツ,H81W,02/09～06/09,3G83,eKアクティブ未確認,Return,29243,,260033,70774-qq-e-86k,70774-qq-e-d-86k,4.95909E+12,70774,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
三菱,eKスポーツ,H82W,06/09～08/08,3G83,,Release,26256,,260034,70674-qq-e-87k,70674-qq-e-d-87k,4.95909E+12,70674,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,eKスポーツ,H82W,06/09～08/08,3G83,,Return,29243,,260035,70774-qq-e-88k,70774-qq-e-d-88k,4.95909E+12,70774,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
三菱,コルトラリーアート,Z27A,04/10～06/05,4G15,,Release,23929,,260037,70671-qq-e-90k,70671-qq-e-d-90k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,コルトラリーアート,Z27A,04/10～06/05,4G15,,Return,32955,,260038,70771-qq-e-91k,70771-qq-e-d-91k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,コルトラリーアート,Z27AG,06/05～,4G15,,Return,32955,,260039,70771-qq-e-92k,70771-qq-e-d-92k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リリースファンネル装着時の動作保証はできません,,41800,36400
三菱,タウンボックス,DS17W,15/03～,R06A,ターボ,Release,26256,,260040,70696-qq-e-93k,70696-qq-e-d-93k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,タウンボックス,DS17W,15/03～,R06A,ターボ,Return,30727,,260041,70796-qq-e-94k,70796-qq-e-d-94k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
三菱,ミニキャブバン,DS17V,15/03～,R06A,ターボ,Release,26256,,260042,70696-qq-e-95k,70696-qq-e-d-95k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
三菱,ミニキャブバン,DS17V,15/03～,R06A,ターボ,Return,30727,,260043,70796-qq-e-96k,70796-qq-e-d-96k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
三菱,ランサーエボリューション,CD9A,92/11～94/11,4G63,,Release,23929,,260044,70671-qq-e-97k,70671-qq-e-d-97k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューション,CD9A,92/11～94/11,4G63,,Return,32955,,260045,70771-qq-e-98k,70771-qq-e-d-98k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションII,CE9A,94/11～95/02,4G63,,Release,23929,,260046,70671-qq-e-99k,70671-qq-e-d-99k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションII,CE9A,94/11～95/02,4G63,,Return,32955,,260047,70771-qq-e-100k,70771-qq-e-d-100k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションIII,CE9A,95/02～96/08,4G63,,Release,23929,,260048,70671-qq-e-101k,70671-qq-e-d-101k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションIII,CE9A,95/02～96/08,4G63,,Return,32955,,260049,70771-qq-e-102k,70771-qq-e-d-102k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションIV,CN9A,96/08～98/01,4G63,,Release,23929,,260050,70671-qq-e-103k,70671-qq-e-d-103k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションIV,CN9A,96/08～98/01,4G63,,Return,32955,,260051,70771-qq-e-104k,70771-qq-e-d-104k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションIX,CT9A,05/03～07/10,4G63 MIVEC,MR共通,Release,23929,,260060,70671-qq-e-113k,70671-qq-e-d-113k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションIX,CT9A,05/03～07/10,4G63 MIVEC,MR共通,Return,32955,,260061,70771-qq-e-114k,70771-qq-e-d-114k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションV,CP9A,98/01～99/01,4G63,,Release,23929,,260052,70671-qq-e-105k,70671-qq-e-d-105k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションV,CP9A,98/01～99/01,4G63,,Return,32955,,260053,70771-qq-e-106k,70771-qq-e-d-106k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションVI,CP9A,99/01～01/02,4G63,,Release,23929,,260054,70671-qq-e-107k,70671-qq-e-d-107k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションVI,CP9A,99/01～01/02,4G63,,Return,32955,,260055,70771-qq-e-108k,70771-qq-e-d-108k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションVII,CT9A,01/02～03/01,4G63,GT-A未確認,Release,23929,,260056,70671-qq-e-109k,70671-qq-e-d-109k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションVII,CT9A,01/02～03/01,4G63,GT-A未確認,Return,32955,,260057,70771-qq-e-110k,70771-qq-e-d-110k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションVIII,CT9A,03/01～05/03,4G63,MR共通,Release,23929,,260058,70671-qq-e-111k,70671-qq-e-d-111k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションVIII,CT9A,03/01～05/03,4G63,MR共通,Return,32955,,260059,70771-qq-e-112k,70771-qq-e-d-112k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーエボリューションワゴン,CT9W,06/08～,4G63,GT-A未確認,Release,23929,,260062,70671-qq-e-115k,70671-qq-e-d-115k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーエボリューションワゴン,CT9W,06/08～,4G63,GT-A未確認,Return,32955,,260063,70771-qq-e-116k,70771-qq-e-d-116k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
三菱,ランサーセディアワゴン,CS5W,01/06～,4G93,,Release,23929,,260064,70671-qq-e-117k,70671-qq-e-d-117k,4.95909E+12,70671,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
三菱,ランサーセディアワゴン,CS5W,01/06～,4G93,,Return,32955,,260065,70771-qq-e-118k,70771-qq-e-d-118k,4.95909E+12,70771,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,41800,36400
