自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,調整範囲,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,マウント(F/R),レート(F/R),自由長(F/R),スプリング(F/R),車高調整範囲(Fmm<br>Rr：R),リア減衰ダイヤル 位置,付属延長ダイヤル,付属スタビリンク,B.R.A.I.N接続,備考,注意事項,定価,SET価格
トヨタ,ウィッシュ,ZGE20W,12/04～,2ZR-FAE,1.8Sグレード,Fr：-65～0mm<br>Rr：-60～-25mm,87881,,240072,92795-qq-e-90,92795-qq-e-d-90,4959094927952,92795,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/6.0,200/220,ID62ストレート/樽型orテーパー型(専用形状),-65～0mm<br>Rr：-60～-25,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要ショック取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ウィッシュ,ZGE22W,09/04～12/04,3ZR-FAE,2.0Zグレード,Fr：-65～0mm<br>Rr：-80～-30mm,89510,,240074,92796-qq-e-91,92796-qq-e-d-91,4959094927969,92796,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/6.0,200/200,ID62ストレート/樽型orテーパー型(専用形状),-65～0mm<br>Rr：-80～-30,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要ショック取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
トヨタ,ウィッシュ,ZGE22W,12/04～,3ZR-FAE,2.0Zグレード,Fr：-65～0mm<br>Rr：-80～-30mm,89510,,240075,92796-qq-e-94,92796-qq-e-d-94,4959094927969,92796,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/6.0,200/200,ID62ストレート/樽型orテーパー型(専用形状),-65～0mm<br>Rr：-80～-30,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要ショック取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
トヨタ,ウィッシュ,ZNE10G,03/01～09/04,1ZZ-FE,,Fr：-60～+10mm<br>Rr：-50～-10mm,89510,,240477,92791-qq-e-88,92791-qq-e-d-88,4959094927914,92791,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/6.0,200/220,ID62ストレート/樽型orテーパー型(専用形状),-60～+10mm<br>Rr：-50～-10,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要内装取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,112800
トヨタ,ヴィッツ,KSP130/NSP130/NCP131,10/12～,1KR-FE/1NR-FE/1NR-FKE/1NZ-FE,,Fr：-60～-10mm<br>Rr：-45～-5mm,84081,,240084,92798-qq-e-99,92798-qq-e-d-99,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-45～-5,アッパーマウント上側,-,固定式/付属なし,-,リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴィッツ,KSP90/SCP90,05/02～10/12,1KR-FE/2SZ-FE,,Fr：-60～-10mm<br>Rr：-45～-5mm,84081,,240082,92798-qq-e-95,92798-qq-e-d-95,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-45～-5,アッパーマウント上側,-,固定式/付属なし,-,リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴィッツ,NCP91,05/02～10/12,1NZ-FE,,Fr：-60～-10mm<br>Rr：-45～-5mm,84081,,240083,92798-qq-e-97,92798-qq-e-d-97,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-45～-5,アッパーマウント上側,-,固定式/付属なし,-,リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴィッツ GRスポーツ,NCP131/NHP130,17/09～,1NZ-FE/1NZ-FXE,GR SPORT,Fr：-60～-10mm<br>Rr：-25～+15mm,84081,,240336,92798-qq-e-333k,92798-qq-e-d-333k,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-25～+15,アッパーマウント上側,-,固定式/付属なし,-,リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴィッツG's,NCP131,11/10～,1NZ-FE,RS G's,Fr：-60～-10mm<br>Rr：-25～+15mm,84081,,240078,92798-qq-e-101,92798-qq-e-d-101,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-25～+15,アッパーマウント上側,-,固定式/付属なし,-,リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴィッツハイブリッド,NHP130,17/01～,1NZ-FXE,,Fr：-60～-10mm<br>Rr：-45～-5mm,84081,,240337,92798-qq-e-334k,92798-qq-e-d-334k,4959094927983,92798,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/190,ID62ストレート/樽型orテーパー型(専用形状),-60～-10mm<br>Rr：-45～-5,アッパーマウント上側,-,固定式/付属なし,-,車高調整範囲はNCP131のデータになります<br>リアショック上部要内装加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
トヨタ,ヴェルファイア,AGH30W,15/01～18/01,2AR-FE,2WD<br>サイドリフトアップシート装着車取り付け可,Fr：-80～0mm<br>Rr：-60～-25mm,87881,,239714,92342-qq-e-107,92342-qq-e-d-107,4959094923428,92342,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/200,ID62ストレート/樽型orテーパー型(専用形状),-80～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,AGH30W,18/01～,2AR-FE,2WD<br>サイドリフトアップシート装着車取り付け可,Fr：-85～0mm<br>Rr：-60～-25mm,87881,,240121,92342-qq-e-98k,92342-qq-e-d-98k,4959094923428,92342,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/200,ID62ストレート/樽型orテーパー型(専用形状),-85～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,AGH35W,15/01～18/01,2AR-FE,4WD<br>サイドリフトアップシート装着車取り付け可,Fr：-95～0mm<br>Rr：-60～-25mm,87881,,239726,92347-qq-e-110,92347-qq-e-d-110,4959094923473,92347,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/220,ID62ストレート/樽型orテーパー型(専用形状),-95～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,AGH35W,18/01～,2AR-FE,4WD<br>サイドリフトアップシート装着車取り付け可,Fr：-95～0mm<br>Rr：-60～-25mm,87881,,240134,92347-qq-e-111k,92347-qq-e-d-111k,4959094923473,92347,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/220,ID62ストレート/樽型orテーパー型(専用形状),-95～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,ANH20W/GGH20W,08/05～15/01,2AZ-FE/2GR-FE,2WD,Fr：-80～-10mm<br>Rr：-70～-25mm,87881,,240037,92780-qq-e-103,92780-qq-e-d-103,4959094927808,92780,BLITZ,DAMPER ZZ-R,強化ゴム/純正,6.0/5.5,220/270,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-80～-10mm<br>Rr：-70～-25,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,ANH25W/GGH25W,08/05～15/01,2AZ-FE/2GR-FE,4WD,Fr：-95～-10mm<br>Rr：-70～-20mm,87881,,239860,92459-qq-e-105,92459-qq-e-d-105,4959094924593,92459,BLITZ,DAMPER ZZ-R,強化ゴム/純正,7.0/7.0,220/260,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-95～-10mm<br>Rr：-70～-20,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,GGH30W,15/01～18/01,2GR-FE,2WD<br>サイドリフトアップシート装着車取り付け可,Fr：-100～0mm<br>Rr：-65～-30mm,87881,,239715,92342-qq-e-113,92342-qq-e-d-113,4959094923428,92342,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/200,ID62ストレート/樽型orテーパー型(専用形状),-100～0mm<br>Rr：-65～-30,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,GGH30W,18/01～,2GR-FKS,2WD<br>サイドリフトアップシート装着車取り付け可,Fr：-100～-10mm<br>Rr：-70～-35mm,87881,,240122,92342-qq-e-99k,92342-qq-e-d-99k,4959094923428,92342,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/200,ID62ストレート/樽型orテーパー型(専用形状),-100～-10mm<br>Rr：-70～-35,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります<br>車高調整範囲はAGH30Wのデータになります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
トヨタ,ヴェルファイア,GGH35W,15/01～18/01,2GR-FE,4WD<br>サイドリフトアップシート装着車取り付け可,Fr：-95～0mm<br>Rr：-60～-25mm,87881,,239727,92347-qq-e-116,92347-qq-e-d-116,4959094923473,92347,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/9.5,220/220,ID62ストレート/樽型orテーパー型(専用形状),-95～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内<br>ホイールベースが3000mmのため最低地上高100mm以上必要になります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
