自動車メーカー,車種,型式,年式,駆動,排気量,適合詳細,備考,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー名,商品名,仕様,備考,注意事項,定価,SET価格
トヨタ,ヴォクシーハイブリッド,ZWR80G,H26～,,,マイナーチェンジ後も対応<br>標準グレード,,118679,,296039,AXIS-qq-e-h-46k,AXIS-qq-e-d-h-46k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,ヴォクシーハイブリッド,ZWR80G,H26～,,,マイナーチェンジ後も対応<br>標準グレード,純正フロントアッパーマウント付,131773,,296059,AXIS-qq-e-h-64k,AXIS-qq-e-d-h-64k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,ヴォクシーハイブリッド,ZWR80W,H26～,,,マイナーチェンジ後も対応<br>エアログレード,,118679,,296038,AXIS-qq-e-h-45k,AXIS-qq-e-d-h-45k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,ヴォクシーハイブリッド,ZWR80W,H26～,,,マイナーチェンジ後も対応<br>エアログレード,純正フロントアッパーマウント付,131773,,296058,AXIS-qq-e-h-63k,AXIS-qq-e-d-h-63k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイア,ZRR80G,H26～,2WD,,マイナーチェンジ後も対応<br>標準グレード,,118679,,296048,AXIS-qq-e-h-54k,AXIS-qq-e-d-h-54k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイア,ZRR80G,H26～,2WD,,マイナーチェンジ後も対応<br>標準グレード,純正フロントアッパーマウント付,131773,,296068,AXIS-qq-e-h-72k,AXIS-qq-e-d-h-72k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイア,ZRR80W,H26～,2WD,,マイナーチェンジ後も対応<br>エアログレード,,118679,,296047,AXIS-qq-e-h-53k,AXIS-qq-e-d-h-53k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイア,ZRR80W,H26～,2WD,,マイナーチェンジ後も対応<br>エアログレード,純正フロントアッパーマウント付,131773,,296067,AXIS-qq-e-h-71k,AXIS-qq-e-d-h-71k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイア,ZRR85G,H26～,4WD,,マイナーチェンジ後も対応<br>標準グレード,,118679,,296050,AXIS-qq-e-h-56k,AXIS-qq-e-d-h-56k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-55mm～-95mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.1K<br>出荷時車高(F/R):純正比-40mm/純正比-85mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイア,ZRR85G,H26～,4WD,,マイナーチェンジ後も対応<br>標準グレード,純正フロントアッパーマウント付,131773,,296070,AXIS-qq-e-h-74k,AXIS-qq-e-d-h-74k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-55mm～-95mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.1K<br>出荷時車高(F/R):純正比-40mm/純正比-85mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイア,ZRR85W,H26～,4WD,,マイナーチェンジ後も対応<br>エアログレード,,118679,,296049,AXIS-qq-e-h-55k,AXIS-qq-e-d-h-55k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-55mm～-95mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.1K<br>出荷時車高(F/R):純正比-40mm/純正比-85mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイア,ZRR85W,H26～,4WD,,マイナーチェンジ後も対応<br>エアログレード,純正フロントアッパーマウント付,131773,,296069,AXIS-qq-e-h-73k,AXIS-qq-e-d-h-73k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-55mm～-95mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.1K<br>出荷時車高(F/R):純正比-40mm/純正比-85mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイアハイブリッド,ZWR80G,H26～,,,マイナーチェンジ後も対応<br>標準グレード,,118679,,296052,AXIS-qq-e-h-58k,AXIS-qq-e-d-h-58k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイアハイブリッド,ZWR80G,H26～,,,マイナーチェンジ後も対応<br>標準グレード,純正フロントアッパーマウント付,131773,,296072,AXIS-qq-e-h-76k,AXIS-qq-e-d-h-76k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスクァイアハイブリッド,ZWR80W,H26～,,,マイナーチェンジ後も対応<br>エアログレード,,118679,,296051,AXIS-qq-e-h-57k,AXIS-qq-e-d-h-57k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスクァイアハイブリッド,ZWR80W,H26～,,,マイナーチェンジ後も対応<br>エアログレード,純正フロントアッパーマウント付,131773,,296071,AXIS-qq-e-h-75k,AXIS-qq-e-d-h-75k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスティマ,ACR50W,H18～,2WD,2400cc,,,123716,,296073,AXIS-qq-e-h-77k,AXIS-qq-e-d-h-77k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.4K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスティマ,ACR50W,H18～,2WD,2400cc,,純正フロントアッパーマウント付,136809,,296078,AXIS-qq-e-h-81k,AXIS-qq-e-d-h-81k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.4K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスティマ,ACR55W,H18～,4WD,2400cc,,,123716,,296074,AXIS-qq-e-h-78k,AXIS-qq-e-d-h-78k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.7K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスティマ,ACR55W,H18～,4WD,2400cc,,純正フロントアッパーマウント付,136809,,296079,AXIS-qq-e-h-82k,AXIS-qq-e-d-h-82k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.7K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスティマ,GSR50W,H18～,2WD,3500cc,,,123716,,296075,AXIS-qq-e-h-79k,AXIS-qq-e-d-h-79k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.4K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスティマ,GSR50W,H18～,2WD,3500cc,,純正フロントアッパーマウント付,136809,,296080,AXIS-qq-e-h-83k,AXIS-qq-e-d-h-83k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.4K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,エスティマ,GSR55W,H18～,4WD,3500cc,,,123716,,296077,AXIS-qq-e-h-80k,AXIS-qq-e-d-h-80k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.7K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,エスティマ,GSR55W,H18～,4WD,3500cc,,純正フロントアッパーマウント付,136809,,296081,AXIS-qq-e-h-84k,AXIS-qq-e-d-h-84k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-60mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.2K/樽型 6.7K,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,ノア,ZRR80G,H26～,2WD,,マイナーチェンジ後も対応<br>標準グレード,,118679,,296041,AXIS-qq-e-h-48k,AXIS-qq-e-d-h-48k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,ノア,ZRR80G,H26～,2WD,,マイナーチェンジ後も対応<br>標準グレード,純正フロントアッパーマウント付,131773,,296061,AXIS-qq-e-h-66k,AXIS-qq-e-d-h-66k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
トヨタ,ノア,ZRR80W,H26～,2WD,,マイナーチェンジ後も対応<br>エアログレード,,118679,,296040,AXIS-qq-e-h-47k,AXIS-qq-e-d-h-47k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正を再使用/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,193000,154000
トヨタ,ノア,ZRR80W,H26～,2WD,,マイナーチェンジ後も対応<br>エアログレード,純正フロントアッパーマウント付,131773,,296060,AXIS-qq-e-h-65k,AXIS-qq-e-d-h-65k,AXIS STYLING,パーフェクトダンパー5G,特徴(F/R):正立複筒式 全長調整式/正立単筒式 全長調整式<br>アッパーマウント(F/R):純正付属/構造上不要<br>ダウン量調整範囲(F/R):0mm～-80mm(±10mm)/-10mm～-70mm(±10mm)<br>減衰力(F/R):15段ダイヤル調整式/15段ダイヤル調整式<br>スプリング(F/R):テーパー型 4.4K/樽型 5.9K<br>出荷時車高(F/R):純正比-40mm/純正比-50mm,車検対応<br>車高調整用レンチ・取付説明書付属<br>安心の2年または4万キロの保証。,車高調整範囲はメーカー測定データとなります。<br>型式やグレードまたは装備品や個体差により誤差が生じます。<br>調整範囲内であっても車高によってはボディー・アーム等との干渉などをおこし、走行に支障をきたす恐れがあります。<br>調整範囲内であっても車高によっては保安基準適合外となりますので御注意ください。,211000,167000
