自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
PORSCHE,GT3,997,05～11,電子制御ショック非対応,211178,,247863,TS-PO04-1-qq-e-f1-967,出さない,TS-PO04-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,F減衰力36段/R減衰力30段,,,268000,2000,出さない
PORSCHE,カレラ,997,05～11,2WD<br>電子制御ショック非対応,180155,,247864,TS-PO04-qq-e-f1-966,出さない,TS-PO04,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/12K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,228000,2000,出さない
PORSCHE,カレラ ターボ,997,05～11,4WD<br>電子制御ショック非対応,180155,,247336,TS-PO04-2-qq-e-f1-319k,出さない,TS-PO04-2,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/12K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,228000,2000,出さない
PORSCHE,カレラ2,964,89～90,前期,187911,,247644,TS-PO09-qq-e-f1-321k,出さない,TS-PO09,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,フルタップ式車高調<br>減衰力30段,,,238000,2000,出さない
PORSCHE,カレラ2,964,91～94,後期,187911,,247645,TS-PO10-qq-e-f1-322k,出さない,TS-PO10,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,フルタップ式車高調<br>減衰力30段,,,238000,2000,出さない
PORSCHE,カレラ2,993,93～98,,187911,,247041,TS-PO08-qq-e-f1-320k,出さない,TS-PO08,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,フルタップ式車高調<br>減衰力30段,,,238000,2000,出さない
PORSCHE,カレラ2,996,98～04,電子制御ショック非対応,187911,,246765,TS-PO01-qq-e-f1-962,TS-PO01-qq-e-d-962,TS-PO01,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,238000,2000,254800
PORSCHE,カレラ4/カレラ4S,996,98～04,電子制御ショック非対応,187911,,247643,TS-PO02-qq-e-f1-963,出さない,TS-PO02,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.2K/12K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,238000,2000,出さない
PORSCHE,ケイマン,987,05～12,電子制御ショック非対応,203422,,247866,TS-PO06-qq-e-f1-961,TS-PO06-qq-e-d-961,TS-PO06,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,7.5K/9.8K,,フルタップ式車高調<br>減衰力30段,,,258000,2000,271000
PORSCHE,ボクスター,986,98～04,,187911,,247865,TS-PO05-qq-e-f1-960,TS-PO05-qq-e-d-960,TS-PO05,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,7.5K/9.8K,,減衰力前後36段<br>前後ネジ式,,,238000,2000,254800
VOLKSWAGEN,ヴェント,E-1H2E/E-1HAAA/E-1HABS/E-1HADY/E-1HADZ/E-1HAGG,91～98,,141376,,246491,TS-VO47-qq-e-f1-378k,出さない,TS-VO47,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,9.8K/6.7K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,コラード,E-50PG,88～95,,133621,,247674,TS-VO05-qq-e-f1-968,出さない,TS-VO05,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,9.8K/6.7K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
VOLKSWAGEN,ゴルフ2,E-19ME/Q-19ME/E-19MF/Q-19MF/E-19RV/Q-19RV,88～92,2WD,141376,,246485,TS-VO07-qq-e-f1-969,出さない,TS-VO07,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,ゴルフ3 ハッチバック,E-1H2E/E-1HABS/E-1HADY/E-1HADZ/E-1HAGG,93～98,2WD,141376,,247061,TS-VO08-qq-e-f1-970,出さない,TS-VO08,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>ストラット外径:50mm,125865,,247879,TS-VO12-qq-e-f1-973,TS-VO12-qq-e-d-973,TS-VO12,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>ストラット外径:55mm,125865,,247063,TS-VO13-qq-e-f1-974,TS-VO13-qq-e-d-974,TS-VO13,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5,,04～09,4WD<br>ストラット外径:50mm,125865,,247675,TS-VO14-qq-e-f1-975,TS-VO14-qq-e-d-975,TS-VO14,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5 GTI,ABA-1KAXX/GH-1KAXX/ABA-1KBYD/GH-1KBYD,04～09,ストラット外径:55mm,125865,,247353,TS-VO16-qq-e-f1-976,TS-VO16-qq-e-d-976,TS-VO16,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5 R32,ABA-1KBUBF/GH-1KBUBF,04～09,ストラット外径:55mm,125865,,247352,TS-VO15-qq-e-f1-977,TS-VO15-qq-e-d-977,TS-VO15,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5ヴァリアント,ABA-1KAXX/ABA-1KBLG/ABA-1KCAX/ABA-1KCAV/ABA-1KCAW,07～09,2WD<br>ストラット外径:50mm,125865,,246780,TS-VO12-B-qq-e-f1-980,TS-VO12-B-qq-e-d-980,TS-VO12-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5ヴァリアント,ABA-1KAXX/ABA-1KBLG/ABA-1KCAX/ABA-1KCAV/ABA-1KCAW,07～09,2WD<br>フロントストラット外径:55mm ,125865,,247062,TS-VO13-B-qq-e-f1-981,TS-VO13-B-qq-e-d-981,TS-VO13-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5ヴァリアント,,06～08,4WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,246781,TS-VO14-A-qq-e-f1-982,TS-VO14-A-qq-e-d-982,TS-VO14-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5ヴァリアント,,06～08,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247351,TS-VO15-A-qq-e-f1-983,TS-VO15-A-qq-e-d-983,TS-VO15-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5プラス,GH-1KBLP/GH-1KBLX,05～08,2WD<br>ストラット外径:50mm,125865,,246486,TS-VO12-A-qq-e-f1-978,TS-VO12-A-qq-e-d-978,TS-VO12-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ5プラス,GH-1KBLP/GH-1KBLX,05～08,2WD<br>ストラット外径:55mm,125865,,247350,TS-VO13-A-qq-e-f1-979,TS-VO13-A-qq-e-d-979,TS-VO13-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6,ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCCZ/ABA-1KCDL/ABA-1KCTH/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCCZ/DBA-1KCDL/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,247354,TS-VO17-qq-e-f1-984,TS-VO17-qq-e-d-984,TS-VO17,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6,ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,246783,TS-VO19-qq-e-f1-985,TS-VO19-qq-e-d-985,TS-VO19,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6 GTI,ABA-1KCCZ/DBA-1KCCZ/ABA-1KCDL/DBA-1KCDL,08～13,フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247355,TS-VO19-B-qq-e-f1-986,TS-VO19-B-qq-e-d-986,TS-VO19-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6R,ABA-1KCDLF,08～13,フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,246487,TS-VO18-qq-e-f1-987,TS-VO18-qq-e-d-987,TS-VO18,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6R,ABA-1KCDLF,08～13,フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247065,TS-VO20-qq-e-f1-988,TS-VO20-qq-e-d-988,TS-VO20,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6ヴァリアント,ABA-1KCCZ/ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCCZ/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,247064,TS-VO17-A-qq-e-f1-989,TS-VO17-A-qq-e-d-989,TS-VO17-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6ヴァリアント,ABA-1KCCZ/ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCCZ/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,246782,TS-VO19-A-qq-e-f1-990,TS-VO19-A-qq-e-d-990,TS-VO19-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,ゴルフ6ヴァリアント,,08～13,4WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,247880,TS-VO18-A-qq-e-f1-991,出さない,TS-VO18-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,ゴルフ6ヴァリアント,,08～13,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247676,TS-VO20-A-qq-e-f1-992,出さない,TS-VO20-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,ジェッタ,ABA-1KAXX/GH-1KAXX/ABA-1KBLG/GH-1KBLG/ABA-1KBLX/GH-1KBLX/ABA-1KCAV/GH-1KCAV,05～11,2WD<br>ストラット外径:50mm,125865,,247357,TS-VO24-qq-e-f1-368k,出さない,TS-VO24,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,ジェッタ,ABA-1KAXX/GH-1KAXX/ABA-1KBLG/GH-1KBLG/ABA-1KBLX/GH-1KBLX/ABA-1KCAV/GH-1KCAV,05～11,2WD<br>フロントストラット外径:55mm,125865,,246488,TS-VO25-qq-e-f1-369k,出さない,TS-VO25,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,ジェッタ,E-16RV/Q-16RV/E-16MF/Q-16MF,88～92,2WD,141376,,247356,TS-VO21-qq-e-f1-996,出さない,TS-VO21,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,9.8K/6.3K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,シロッコ,ABA-13CAV/ABA-13CAW/ABA-13CCZ/ABA-13CTH/DBA-13CAV/DBA-13CAW/DBA-13CCZ/DBA-13CTH,08～UP,フロントストラット外径:50mm<br>電子制御ショック非対応,125865,,247359,TS-VO44-qq-e-f1-993,TS-VO44-qq-e-d-993,TS-VO44,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,リア装着後減衰力調整不可,158000,2000,165000
VOLKSWAGEN,シロッコ,ABA-13CAV/DBA-13CAV/ABA-13CAW/DBA-13CAW/ABA-13CCZ/DBA-13CCZ/ABA-13CTH/DBA-13CTH,08～UP,フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247360,TS-VO45-qq-e-f1-994,TS-VO45-qq-e-d-994,TS-VO45,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,装着後減衰力調整不可,158000,2000,165000
VOLKSWAGEN,シロッコR,ABA-13CDL,08～UP,フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,246490,TS-VO45-A-qq-e-f1-995,TS-VO45-A-qq-e-d-995,TS-VO45-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,158000,2000,165000
VOLKSWAGEN,ニュービートル,ABA-9CAQY/ABA-9CAWU/ABA-9CAXJ/ABA-9CAZJ/ABA-9CBFS/GF-9CAQY/GF-9CAWU/GF-9CAXJ/GF-9CAZJ/GF-9CBFS/GH-9CAQY/GH-9CAWU/GH-9CAXJ/GH-9CAZJ/GH-9CBFS,98～10,フロントストラット外径:50mm,125865,,247673,TS-VO01-qq-e-f1-367k,TS-VO01-qq-e-d-367k,TS-VO01,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,12K/6K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,165000
VOLKSWAGEN,パサート,E-319A,89～93,2WD,141376,,247881,TS-VO27-qq-e-f1-370k,出さない,TS-VO27,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,9.8K/6.7K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,パサートCC セダン 3CC,ABA-3CBWSC,08～12,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,246784,TS-VO34-qq-e-f1-375k,出さない,TS-VO34,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,パサートCCセダン,ABA-3CCAWC/ABA-3CCCZC,08～12,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247358,TS-VO33-qq-e-f1-374k,出さない,TS-VO33,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,パサートセダン,ABA-3CAXX/ABA-3CBVY/ABA-3CBZB/ABA-3CCAW/GH-3CAXX/GH-3CBVY/GH-3CBZB/GH-3CCAW,05～10,2WD<br>ストラット外径:55mm<br>電子制御ショック非対応,125865,,246489,TS-VO30-qq-e-f1-371k,出さない,TS-VO30,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,パサートセダン,ABA-3CAXZF/GH-3CAXZF,06～10,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247066,TS-VO31-qq-e-f1-373k,出さない,TS-VO31,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/8K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,158000,2000,出さない
VOLKSWAGEN,パサートセダン,DBA-3CCAX,11～15,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,125865,,247882,TS-VO30-A-qq-e-f1-372k,出さない,TS-VO30-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
VOLKSWAGEN,ポロ,6N1,94～99,GTI不可,133621,,246785,TS-VO36-qq-e-f1-376k,出さない,TS-VO36,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,7.5K/6.3K,,フルタップ式車高調<br>減衰力30段,フロントアッパーマウントサイズ・形状要確認,,168000,2000,出さない
VOLKSWAGEN,ポロ 6N2,E-6NAEE/GF-6NAEE/E-6NAHS/GF-6NAHS/E-6NAHW/GF-6NAHW,99～01,フロントアッパーボルト間:104mm<br>GTI不可,133621,,247067,TS-VO39-qq-e-f1-377k,出さない,TS-VO39,XYZ,TSタイプ車高調,固定式ピロアッパー/純正アッパー,7.5K/6.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
VOLVO,C30,MB42/MB52,07～13,,125865,,246481,TS-VL02-qq-e-f1-360k,出さない,TS-VL02,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
VOLVO,C70,MB52,05～13,,125865,,247060,TS-VL03-qq-e-f1-361k,出さない,TS-VL03,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
VOLVO,S40,4B,97～04,,133621,,246482,TS-VL04-qq-e-f1-362k,出さない,TS-VL04,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,8.7K/6.7K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
VOLVO,S40,MB42,04～12,,125865,,247671,TS-VL05-qq-e-f1-363k,出さない,TS-VL05,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
VOLVO,V40,MB41/MB42/MD42,13～UP,2WD,125865,,247672,TS-VL08-qq-e-f1-366k,出さない,TS-VL08,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/5.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
VOLVO,V40,,97～04,,133621,,246483,TS-VL06-qq-e-f1-364k,出さない,TS-VL06,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,8.7K/6.7K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
VOLVO,V50,,04～13,,125865,,246484,TS-VL07-qq-e-f1-365k,出さない,TS-VL07,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,10.5K/6K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
スズキ,SX4,YA11S/YB11S/YA41S/YB41S,H18～H26,,118109,,246771,TS-SZ08-qq-e-f1-332k,TS-SZ08-qq-e-d-332k,TS-SZ08,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
スズキ,スイフト,ZC11S/ZC21S/ZC31S/ZC71S,H16～H22,スイフトスポーツ可,118109,,246770,TS-SZ06-qq-e-f1-843,TS-SZ06-qq-e-d-843,TS-SZ06,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
スズキ,スイフト,ZC32S/ZC72S,H22～H29,,118109,,247651,TS-SZ07-qq-e-f1-844,TS-SZ07-qq-e-d-844,TS-SZ07,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
スズキ,スプラッシュ,XB32S,H20～H26,,118109,,247650,TS-SZ06-A-qq-e-f1-845,TS-SZ06-A-qq-e-d-845,TS-SZ06-A,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
スバル,BRZ,ZC6,H24～UP,,118109,,247337,TS-SU00-qq-e-f1-828,TS-SU00-qq-e-d-828,TS-SU00,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
スバル,WRX STI/WRX S4,VAB/VAG,H26～UP,,118109,,247870,TS-SU19-qq-e-f1-829,TS-SU19-qq-e-d-829,TS-SU19,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,XV,GP7,H24～H29,,118109,,247045,TS-SU20-qq-e-f1-330k,TS-SU20-qq-e-d-330k,TS-SU20,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,XV,GT3/GT7,H29～UP,,125865,,247871,TS-SU21-qq-e-f1-331k,TS-SU21-qq-e-d-331k,TS-SU21,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,インプレッサ,GC8/GF8,H5～H13,WRX,125865,,246768,TS-SU04-qq-e-f1-830,TS-SU04-qq-e-d-830,TS-SU04,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,インプレッサ,GDA,H12～H19,WRX A-G,118109,,247646,TS-SU05-qq-e-f1-831,TS-SU05-qq-e-d-831,TS-SU05,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,インプレッサ,GDB,H16～H19,STI(PCD:5x114.3),118109,,246466,TS-SU05-1-qq-e-f1-327k,TS-SU05-1-qq-e-d-327k,TS-SU05-1,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,インプレッサ,GH2/GH3/GH6/GH7/GH8,H19～H26,,118109,,246769,TS-SU06-qq-e-f1-834,TS-SU06-qq-e-d-834,TS-SU06,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,インプレッサ,GRB,H19～H26,STI,118109,,247647,TS-SU10-qq-e-f1-833,TS-SU10-qq-e-d-833,TS-SU10,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,インプレッサアネシス,GE2/GE3/GE6/GE7,H20～H24,,118109,,247042,TS-SU06-A-qq-e-f1-835,TS-SU06-A-qq-e-d-835,TS-SU06-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,フォレスター,SF5,H9～H14,,125865,,246767,TS-SU01-qq-e-f1-323k,TS-SU01-qq-e-d-323k,TS-SU01,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,フォレスター,SG5,H14～H19,,118109,,247338,TS-SU02-qq-e-f1-324k,TS-SU02-qq-e-d-324k,TS-SU02,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,フォレスター,SH5/SH9/SHJ,H19～H24,,118109,,246465,TS-SU03-qq-e-f1-325k,TS-SU03-qq-e-d-325k,TS-SU03,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,フォレスター,SJ5/SJG,H24～UP,,118109,,247867,TS-SU03-1-qq-e-f1-326k,TS-SU03-1-qq-e-d-326k,TS-SU03-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,レヴォーグ,VM4/VMG,H26～UP,,118109,,247044,TS-SU19-A-qq-e-f1-329k,TS-SU19-A-qq-e-d-329k,TS-SU19-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,レガシィ,BC5,H1～H5,,125865,,247868,TS-SU13-qq-e-f1-836,TS-SU13-qq-e-d-836,TS-SU13,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
